날짜,종가,오픈,고가,저가,거래량,변동 %
2014년 12월 22일,1943.12,1938.16,1944.2,1928.89,324.54M,0.68%
2014년 12월 19일,1929.98,1920.75,1930.08,1914.27,291.79M,1.71%
2014년 12월 18일,1897.5,1917.67,1919.24,1881.73,337.30M,-0.14%
2014년 12월 17일,1900.16,1913.28,1913.28,1900.16,307.27M,-0.21%
2014년 12월 16일,1904.13,1909.01,1919.6,1901.13,369.42M,-0.85%
2014년 12월 15일,1920.36,1903.12,1920.43,1899.61,294.42M,-0.07%
2014년 12월 12일,1921.71,1921.61,1926.67,1915,363.47M,0.27%
2014년 12월 11일,1916.59,1930.46,1937.23,1916.49,343.64M,-1.49%
2014년 12월 10일,1945.56,1964.04,1966.11,1943.27,367.89M,-1.29%
2014년 12월 09일,1970.95,1977.05,1977.15,1968.85,541.16M,-0.40%
2014년 12월 08일,1978.95,1988.8,1990.04,1976.89,295.14M,-0.39%
2014년 12월 05일,1986.62,1986.6,1989.17,1983.36,305.55M,0.00%
2014년 12월 04일,1986.61,1976.3,1988.56,1976.1,244.39M,0.85%
2014년 12월 03일,1969.91,1969.57,1973.96,1964.77,271.11M,0.21%
2014년 12월 02일,1965.83,1959.4,1965.83,1954.4,317.91M,0.03%
2014년 12월 01일,1965.22,1971.95,1971.97,1962.15,333.98M,-0.79%
2014년 11월 28일,1980.78,1983.22,1984.73,1975.66,340.70M,-0.07%
2014년 11월 27일,1982.09,1993.65,1994.82,1982.08,295.51M,0.06%
2014년 11월 26일,1980.84,1984.83,1985.43,1972.95,253.29M,0.03%
2014년 11월 25일,1980.21,1981.52,1981.85,1973.8,283.19M,0.08%
2014년 11월 24일,1978.54,1982.48,1985.18,1974.37,325.45M,0.70%
2014년 11월 21일,1964.84,1966.89,1969.43,1959.81,345.92M,0.35%
2014년 11월 20일,1958.04,1960.72,1962.69,1952.44,339.22M,-0.45%
2014년 11월 19일,1966.87,1974.41,1974.41,1959.21,279.56M,-0.01%
2014년 11월 18일,1967.01,1951.93,1967.01,1951.93,251.27M,1.20%
2014년 11월 17일,1943.63,1941.83,1948.33,1935.95,277.52M,-0.08%
2014년 11월 14일,1945.14,1959.64,1959.64,1940.49,314.80M,-0.78%
2014년 11월 13일,1960.51,1970.64,1973.33,1954.88,332.60M,-0.34%
2014년 11월 12일,1967.27,1965.21,1974.69,1961.66,348.50M,0.22%
2014년 11월 11일,1963,1957.87,1965.41,1956.23,311.40M,0.24%
2014년 11월 10일,1958.23,1952.79,1965.35,1952.79,313.26M,0.95%
2014년 11월 07일,1939.87,1935.75,1943.26,1932.17,255.42M,0.18%
2014년 11월 06일,1936.48,1933.45,1939.32,1923.05,360.57M,0.26%
2014년 11월 05일,1931.43,1938.61,1944.5,1928.99,332.28M,-0.19%
2014년 11월 04일,1935.19,1950.15,1956.73,1928.52,391.71M,-0.91%
2014년 11월 03일,1952.97,1959.66,1961.04,1947.83,344.50M,-0.58%
2014년 10월 31일,1964.43,1963.26,1967.08,1951.07,349.40M,0.28%
2014년 10월 30일,1958.93,1956.92,1959.49,1944.24,311.05M,-0.11%
2014년 10월 29일,1961.17,1938.8,1961.49,1931.59,396.62M,1.84%
2014년 10월 28일,1925.68,1935.46,1936.28,1924.37,414.62M,-0.33%
2014년 10월 27일,1931.97,1933.91,1939.25,1929.26,408.84M,0.33%
2014년 10월 24일,1925.69,1942.46,1942.72,1916.84,419.43M,-0.31%
2014년 10월 23일,1931.65,1932.43,1944.45,1924.14,372.83M,-0.27%
2014년 10월 22일,1936.97,1936.91,1936.99,1924.21,399.10M,1.13%
2014년 10월 21일,1915.28,1923.62,1923.62,1911.03,405.92M,-0.77%
2014년 10월 20일,1930.06,1918.84,1933.12,1917.54,344.67M,1.55%
2014년 10월 17일,1900.66,1923.51,1923.51,1896.54,362.08M,-0.95%
2014년 10월 16일,1918.83,1911.45,1922.94,1904.77,313.61M,-0.37%
2014년 10월 15일,1925.91,1932.11,1938.85,1918.77,310.34M,-0.17%
2014년 10월 14일,1929.25,1933.45,1940.21,1926.87,335.51M,0.11%
2014년 10월 13일,1927.21,1919.48,1932.37,1918.48,308.92M,-0.71%
2014년 10월 10일,1940.92,1953.98,1953.98,1931.88,342.82M,-1.24%
2014년 10월 08일,1965.25,1957.9,1974.27,1957.9,266.18M,-0.39%
2014년 10월 07일,1972.91,1979.83,1982.96,1966.22,328.23M,0.23%
2014년 10월 06일,1968.39,1987.89,1988.39,1968.3,325.08M,-0.39%
2014년 10월 02일,1976.16,1984.43,1985.06,1966.17,322.66M,-0.77%
2014년 10월 01일,1991.54,2013.47,2013.47,1989.84,351.58M,-1.41%
2014년 09월 30일,2020.09,2023.18,2029.17,2007.3,322.81M,-0.32%
2014년 09월 29일,2026.6,2035.93,2036.44,2021.37,339.59M,-0.25%
2014년 09월 26일,2031.64,2019.17,2031.65,2018.7,313.52M,-0.12%
2014년 09월 25일,2034.11,2045.66,2046.26,2030.09,325.38M,-0.08%
2014년 09월 24일,2035.64,2024.75,2036.26,2019.91,332.59M,0.33%
2014년 09월 23일,2028.91,2028.9,2036.25,2025.16,427.81M,-0.51%
2014년 09월 22일,2039.27,2053.3,2053.3,2032.36,323.89M,-0.71%
2014년 09월 19일,2053.82,2057.56,2062.37,2053.66,397.74M,0.30%
2014년 09월 18일,2047.74,2058.21,2063.26,2044.17,394.27M,-0.72%
2014년 09월 17일,2062.61,2052.06,2062.62,2051.11,351.67M,0.96%
2014년 09월 16일,2042.92,2039.92,2045.65,2036.23,365.69M,0.35%
2014년 09월 15일,2035.82,2039.03,2040.08,2028.8,297.61M,-0.30%
2014년 09월 12일,2041.86,2042.51,2048.21,2037.37,362.67M,0.38%
2014년 09월 11일,2034.16,2046.97,2052.16,2034.13,333.41M,-0.74%
2014년 09월 05일,2049.41,2053.18,2059.04,2044.68,343.35M,-0.33%
2014년 09월 04일,2056.26,2059.05,2065.27,2050.79,376.39M,0.25%
2014년 09월 03일,2051.2,2050.09,2054.08,2040.44,337.97M,-0.02%
2014년 09월 02일,2051.58,2065.97,2066,2049.15,323.12M,-0.79%
2014년 09월 01일,2067.86,2067.8,2072.59,2062.3,272.47M,-0.03%
2014년 08월 29일,2068.54,2070.73,2073.03,2060.14,301.37M,-0.35%
2014년 08월 28일,2075.76,2083.03,2088.86,2072.14,305.88M,0.04%
2014년 08월 27일,2074.93,2075.45,2081.83,2070.77,337.61M,0.33%
2014년 08월 26일,2068.05,2069.07,2072.42,2065.15,288.91M,0.35%
2014년 08월 25일,2060.89,2049.16,2062.23,2044.2,272.04M,0.20%
2014년 08월 22일,2056.7,2048.24,2058.46,2046.54,277.86M,0.61%
2014년 08월 21일,2044.21,2067.63,2068.22,2041.91,307.80M,-1.38%
2014년 08월 20일,2072.78,2080.77,2082.21,2063.61,315.36M,0.08%
2014년 08월 19일,2071.14,2065.19,2074.43,2064.34,327.12M,0.88%
2014년 08월 18일,2053.13,2070.95,2073.05,2053.13,300.42M,-0.49%
2014년 08월 14일,2063.22,2065.69,2073.42,2056.06,270.85M,0.04%
2014년 08월 13일,2062.36,2046.68,2062.36,2043.11,280.66M,1.02%
2014년 08월 12일,2041.47,2048.39,2055.85,2038.14,312.80M,0.10%
2014년 08월 11일,2039.37,2048.18,2048.18,2037.8,285.84M,0.41%
2014년 08월 08일,2031.1,2049.51,2051.06,2026.56,354.82M,-1.14%
2014년 08월 07일,2054.51,2062.24,2063.53,2047.75,292.94M,-0.30%
2014년 08월 06일,2060.73,2062.93,2068.08,2055.68,377.27M,-0.27%
2014년 08월 05일,2066.26,2076.17,2077.73,2058.92,346.82M,-0.68%
2014년 08월 04일,2080.42,2080.77,2083.05,2067.17,253.20M,0.35%
2014년 08월 01일,2073.1,2063.71,2079.81,2062.54,271.97M,-0.15%
2014년 07월 31일,2076.12,2081.75,2090.57,2070.78,383.73M,-0.31%
2014년 07월 30일,2082.61,2064.47,2093.08,2062.88,343.29M,1.00%
2014년 07월 29일,2061.97,2054.03,2065.96,2053.41,408.77M,0.64%
2014년 07월 28일,2048.81,2035.96,2053.84,2035.96,349.02M,0.74%
2014년 07월 25일,2033.85,2030.04,2036.2,2027.33,282.77M,0.36%
2014년 07월 24일,2026.62,2032.94,2034.72,2021.22,323.59M,-0.08%
2014년 07월 23일,2028.32,2032.73,2035.24,2025,353.51M,-0.03%
2014년 07월 22일,2028.93,2021.18,2028.93,2017.76,265.89M,0.52%
2014년 07월 21일,2018.5,2028.02,2030.61,2016.42,274.63M,-0.05%
2014년 07월 18일,2019.42,2007.12,2019.42,2006.01,304.52M,-0.07%
2014년 07월 17일,2020.9,2020.52,2025.41,2018.77,322.70M,0.37%
2014년 07월 16일,2013.48,2015.67,2018.05,2008.99,315.17M,0.04%
2014년 07월 15일,2012.72,2004.93,2015.54,2004.49,361.20M,0.94%
2014년 07월 14일,1993.88,1998.26,2001.11,1993.57,270.39M,0.26%
2014년 07월 11일,1988.74,1988.93,1993.46,1985.53,277.02M,-0.70%
2014년 07월 10일,2002.84,2004.63,2006.5,1999.96,327.64M,0.12%
2014년 07월 09일,2000.5,1997.57,2000.89,1992.42,272.75M,-0.31%
2014년 07월 08일,2006.66,2003.55,2009.22,1997.87,259.36M,0.08%
2014년 07월 07일,2005.12,2007.53,2009.32,1998.03,228.34M,-0.23%
2014년 07월 04일,2009.66,2018.35,2018.35,2005.84,241.51M,-0.07%
2014년 07월 03일,2010.97,2015.99,2015.99,2007.86,259.91M,-0.21%
2014년 07월 02일,2015.28,2008,2016.36,2002.4,318.42M,0.81%
2014년 07월 01일,1999,1993.29,1999,1987.89,238.87M,-0.16%
2014년 06월 30일,2002.21,1996.13,2002.21,1992.65,201.13M,0.69%
2014년 06월 27일,1988.51,1990.9,1997.01,1983.88,218.84M,-0.33%
2014년 06월 26일,1995.05,1983,1997.08,1982.48,273.51M,0.67%
2014년 06월 25일,1981.77,1992.69,1993.6,1980.78,336.65M,-0.63%
2014년 06월 24일,1994.35,1976.24,1998.31,1976.24,250.60M,0.98%
2014년 06월 23일,1974.92,1975.1,1980.31,1971.61,231.74M,0.35%
2014년 06월 20일,1968.07,1990.71,1990.73,1965.12,232.66M,-1.20%
2014년 06월 19일,1992.03,1994.23,1999.11,1985.89,257.89M,0.13%
2014년 06월 18일,1989.49,2002.26,2002.26,1987.03,216.85M,-0.60%
2014년 06월 17일,2001.55,1994.89,2002.96,1991.53,236.60M,0.40%
2014년 06월 16일,1993.59,1986.86,1995.86,1985.3,233.60M,0.14%
2014년 06월 13일,1990.85,2005.55,2005.55,1984.04,223.11M,-1.03%
2014년 06월 12일,2011.65,2013.6,2015.8,2003.57,251.88M,-0.15%
2014년 06월 11일,2014.67,2009.51,2016.78,2006.73,238.05M,0.14%
2014년 06월 10일,2011.8,2000.89,2011.87,1996.21,234.93M,1.09%
2014년 06월 09일,1990.04,2004.73,2008.86,1986.53,209.61M,-0.27%
2014년 06월 05일,1995.48,2007.2,2007.2,1986.95,222.09M,-0.65%
2014년 06월 03일,2008.56,2006.31,2008.56,1990.72,266.74M,0.33%
2014년 06월 02일,2002,1998.81,2006.93,1995.69,265.59M,0.35%
2014년 05월 30일,1994.96,2015.37,2019.17,1994.96,247.32M,-0.86%
2014년 05월 29일,2012.26,2020.67,2021.96,2009.23,228.54M,-0.24%
2014년 05월 28일,2017.06,2000.26,2017.06,1997.89,210.65M,0.97%
2014년 05월 27일,1997.63,2014.87,2016.73,1988.44,221.79M,-0.63%
2014년 05월 26일,2010.35,2016.21,2020.96,2008.14,196.58M,-0.34%
2014년 05월 23일,2017.17,2013.09,2017.96,2011.76,241.81M,0.08%
2014년 05월 22일,2015.59,2015.41,2022.59,2011.6,231.08M,0.36%
2014년 05월 21일,2008.33,2003.48,2015.63,2001.74,224.09M,-0.15%
2014년 05월 20일,2011.26,2011.85,2014.46,2004.32,248.34M,-0.19%
2014년 05월 19일,2015.14,2013.79,2015.53,2002.89,265.60M,0.08%
2014년 05월 16일,2013.44,2003.48,2013.44,1997.27,232.53M,0.16%
2014년 05월 15일,2010.2,2007.88,2015.37,2006.38,259.39M,-0.03%
2014년 05월 14일,2010.83,1990.99,2010.85,1990.79,233.87M,1.41%
2014년 05월 13일,1982.93,1973.08,1988.41,1969.6,242.16M,0.92%
2014년 05월 12일,1964.94,1956.26,1966.64,1950.91,201.64M,0.43%
2014년 05월 09일,1956.55,1953.48,1958.34,1949.64,205.21M,0.31%
2014년 05월 08일,1950.6,1945.94,1950.6,1934.72,222.43M,0.55%
2014년 05월 07일,1939.88,1964.19,1964.19,1939.55,193.04M,-1.00%
2014년 05월 02일,1959.44,1966.29,1968.5,1956.32,179.54M,-0.12%
2014년 04월 30일,1961.79,1973.56,1974.33,1955.15,227.32M,-0.15%
2014년 04월 29일,1964.77,1974.67,1976.17,1960.36,177.61M,-0.23%
2014년 04월 28일,1969.26,1969.04,1976.56,1969.04,168.83M,-0.12%
2014년 04월 25일,1971.66,1996.61,1996.64,1971.66,208.36M,-1.34%
2014년 04월 24일,1998.34,2006.38,2007.17,1993.18,235.08M,-0.10%
2014년 04월 23일,2000.37,2010.06,2013.09,1999.78,241.74M,-0.19%
2014년 04월 22일,2004.22,2000.94,2004.42,1991.47,212.02M,0.25%
2014년 04월 21일,1999.22,2006.21,2006.95,1993.53,205.58M,-0.25%
2014년 04월 18일,2004.28,1998.52,2005.22,1998.26,206.51M,0.61%
2014년 04월 17일,1992.05,2000.47,2001.29,1984.98,200.19M,-0.01%
2014년 04월 16일,1992.21,1994.31,1995.86,1986.25,230.74M,-0.00%
2014년 04월 15일,1992.27,2008.49,2009.04,1990.34,194.53M,-0.24%
2014년 04월 14일,1997.02,1993.81,2001,1993.07,205.71M,-0.02%
2014년 04월 11일,1997.44,1985.28,1997.44,1985.16,218.13M,-0.56%
2014년 04월 10일,2008.61,2007.71,2008.98,1995.79,232.45M,0.48%
2014년 04월 09일,1998.95,1997.98,2001.15,1992.12,233.70M,0.30%
2014년 04월 08일,1993.03,1977.61,1994.58,1977.61,218.15M,0.17%
2014년 04월 07일,1989.7,1984.29,1992.18,1978.63,186.35M,0.08%
2014년 04월 04일,1988.09,1987.84,1993.96,1985.76,225.64M,-0.28%
2014년 04월 03일,1993.7,1999.42,2007.88,1992.16,225.73M,-0.18%
2014년 04월 02일,1997.25,2000.13,2001.26,1995.08,220.91M,0.26%
2014년 04월 01일,1991.98,1983.78,1991.98,1976.06,214.64M,0.32%
2014년 03월 31일,1985.61,1988.73,1989.8,1973.05,241.04M,0.23%
2014년 03월 28일,1981,1972.63,1985.5,1971.25,244.60M,0.15%
2014년 03월 27일,1977.97,1963.66,1979.7,1963.1,218.06M,0.70%
2014년 03월 26일,1964.31,1954.6,1965.44,1953.69,248.95M,1.19%
2014년 03월 25일,1941.25,1940.9,1946.09,1936.62,225.16M,-0.22%
2014년 03월 24일,1945.55,1937.06,1950.54,1937.06,228.28M,0.55%
2014년 03월 21일,1934.94,1930.24,1935.18,1927.85,252.87M,0.80%
2014년 03월 20일,1919.52,1934.15,1934.63,1919.37,220.60M,-0.94%
2014년 03월 19일,1937.68,1947.34,1948.15,1935.27,249.08M,-0.13%
2014년 03월 18일,1940.21,1941.12,1946.14,1931.83,274.29M,0.66%
2014년 03월 17일,1927.53,1921.15,1928.43,1919.61,214.93M,0.40%
2014년 03월 14일,1919.9,1916.07,1927.89,1913.64,254.03M,-0.75%
2014년 03월 13일,1934.38,1940.35,1946.28,1931.75,259.62M,0.10%
2014년 03월 12일,1932.54,1957.67,1958.09,1930.48,329.92M,-1.60%
2014년 03월 11일,1963.87,1957.22,1963.87,1951.2,247.47M,0.48%
2014년 03월 10일,1954.42,1967.63,1967.66,1951.96,214.94M,-1.03%
2014년 03월 07일,1974.68,1979.7,1983.53,1968.66,231.56M,-0.05%
2014년 03월 06일,1975.62,1973.67,1975.62,1968.17,193.74M,0.22%
2014년 03월 05일,1971.24,1973.28,1977.3,1970.28,197.70M,0.88%
2014년 03월 04일,1954.11,1954.58,1963.56,1952.61,200.37M,-0.54%
2014년 03월 03일,1964.69,1967.9,1969.16,1955.11,222.62M,-0.77%
2014년 02월 28일,1979.99,1976.48,1981.15,1972.65,252.83M,0.08%
2014년 02월 27일,1978.43,1969.85,1980.37,1965.7,201.06M,0.39%
2014년 02월 26일,1970.77,1963.45,1973.88,1955.92,209.15M,0.30%
2014년 02월 25일,1964.86,1958.3,1964.86,1955.7,226.04M,0.81%
2014년 02월 24일,1949.05,1958.06,1961.41,1943.86,193.81M,-0.45%
2014년 02월 21일,1957.83,1948.03,1957.83,1946.68,216.32M,1.41%
2014년 02월 20일,1930.57,1932.9,1941.13,1927.53,232.32M,-0.64%
2014년 02월 19일,1942.93,1944.7,1944.7,1932.44,213.56M,-0.20%
2014년 02월 18일,1946.91,1946.88,1951.06,1935.6,200.45M,0.03%
2014년 02월 17일,1946.36,1951.74,1955.04,1942.94,215.47M,0.31%
2014년 02월 14일,1940.28,1930.14,1946.81,1930.14,216.59M,0.69%
2014년 02월 13일,1926.96,1936.62,1944.73,1924.39,187.86M,-0.46%
2014년 02월 12일,1935.84,1942.23,1942.23,1933.54,225.37M,0.20%
2014년 02월 11일,1932.06,1924.45,1935.29,1920.55,226.38M,0.46%
2014년 02월 10일,1923.3,1928.13,1928.39,1916.4,207.96M,0.04%
2014년 02월 07일,1922.5,1922.45,1923.25,1910.9,272.96M,0.77%
2014년 02월 06일,1907.89,1897.35,1910.91,1897.35,259.44M,0.88%
2014년 02월 05일,1891.32,1897.95,1901.4,1888.47,244.03M,0.24%
2014년 02월 04일,1886.85,1894.96,1898.08,1885.53,250.98M,-1.72%
2014년 02월 03일,1919.96,1930.09,1931.81,1917.64,229.65M,-1.09%
2014년 01월 29일,1941.15,1925.93,1941.71,1925.52,219.93M,1.26%
2014년 01월 28일,1916.93,1907.18,1919.26,1904.05,270.50M,0.34%
2014년 01월 27일,1910.34,1905.91,1918.68,1899.76,340.43M,-1.56%
2014년 01월 24일,1940.56,1941.55,1947.01,1924.49,279.24M,-0.36%
2014년 01월 23일,1947.59,1968.77,1969.04,1947.01,229.38M,-1.16%
2014년 01월 22일,1970.42,1960.46,1970.42,1959.57,243.86M,0.33%
2014년 01월 21일,1963.89,1955.26,1965.43,1949.56,289.33M,0.52%
2014년 01월 20일,1953.78,1945.99,1955.28,1934.38,279.53M,0.48%
2014년 01월 17일,1944.48,1958.5,1962.64,1943.13,260.91M,-0.66%
2014년 01월 16일,1957.32,1957.91,1965.27,1955.79,379.57M,0.21%
2014년 01월 15일,1953.28,1956.43,1956.84,1945.87,250.87M,0.37%
2014년 01월 14일,1946.07,1942.79,1961.73,1939.31,244.06M,-0.15%
2014년 01월 13일,1948.92,1947.38,1954.07,1942.83,267.94M,0.54%
2014년 01월 10일,1938.54,1949.53,1956.97,1931.16,262.99M,-0.39%
2014년 01월 09일,1946.11,1962.3,1964.59,1946.11,276.40M,-0.66%
2014년 01월 08일,1958.96,1965.5,1966.95,1950.02,217.07M,-0.02%
2014년 01월 07일,1959.44,1947.65,1965.74,1947.08,193.03M,0.32%
2014년 01월 06일,1953.28,1947.62,1961.85,1943.74,193.63M,0.37%
2014년 01월 03일,1946.14,1963.72,1964.63,1936.15,188.53M,-1.07%
2014년 01월 02일,1967.19,2013.11,2013.89,1967.19,207.77M,-2.20%
2013년 12월 31일,2011.34,2004.32,2011.34,1998.61,172.23K,0.00%
2013년 12월 30일,2011.34,2004.32,2011.34,1998.61,172.23M,0.45%
2013년 12월 27일,2002.28,1994.05,2004.55,1987.58,207.77M,0.15%
2013년 12월 26일,1999.3,2004.25,2009.96,1997.34,230.53M,-0.11%
2013년 12월 24일,2001.59,2000.24,2007.34,1994.34,214.69M,0.24%
2013년 12월 23일,1996.89,1993.45,2000.07,1989,223.00M,0.68%
2013년 12월 20일,1983.35,1973.12,1984.44,1972.59,247.06M,0.39%
2013년 12월 19일,1975.65,1996.79,1997.02,1969.95,255.82M,0.05%
2013년 12월 18일,1974.63,1971.85,1982.42,1966.18,258.66M,0.45%
2013년 12월 17일,1965.74,1977.94,1979.62,1962.22,253.89M,0.23%
2013년 12월 16일,1961.15,1960.6,1970.25,1956.63,213.51M,-0.09%
2013년 12월 13일,1962.91,1963.04,1963.81,1947.44,234.10M,-0.26%
2013년 12월 12일,1967.93,1966.44,1970.51,1958.99,255.08M,-0.51%
2013년 12월 11일,1977.97,1987.22,2000.15,1972.87,231.37M,-0.78%
2013년 12월 10일,1993.45,2000.03,2001.33,1989.41,200.96M,-0.35%
2013년 12월 09일,2000.38,2000.52,2003.97,1997.58,230.27M,1.01%
2013년 12월 06일,1980.41,1982.99,1990.55,1980.4,201.90M,-0.22%
2013년 12월 05일,1984.77,1993.73,1994.32,1971.44,217.67M,-0.10%
2013년 12월 04일,1986.8,1998.69,2006.71,1986.8,230.33M,-1.12%
2013년 12월 03일,2009.36,2023.62,2028.07,2008.55,294.95M,-1.05%
2013년 12월 02일,2030.78,2050.45,2052.88,2029.1,229.69M,-0.69%
2013년 11월 29일,2044.87,2044.85,2050.7,2038.46,245.37M,-0.04%
2013년 11월 28일,2045.77,2039.73,2047.66,2037.73,276.27M,0.84%
2013년 11월 27일,2028.81,2016.28,2028.81,2010.84,284.08M,0.31%
2013년 11월 26일,2022.64,2008.19,2022.66,1998.9,275.31M,0.33%
2013년 11월 25일,2015.98,2020,2031.11,2015.98,295.51M,0.49%
2013년 11월 22일,2006.23,2002.15,2011.2,1992.48,350.98M,0.62%
2013년 11월 21일,1993.78,2013.71,2013.71,1985.65,292.67M,-1.16%
2013년 11월 20일,2017.24,2028.34,2029.61,2010.74,334.80M,-0.71%
2013년 11월 19일,2031.64,2009.95,2033.91,2009.47,402.80M,1.04%
2013년 11월 18일,2010.81,2014.24,2018.17,2009.76,313.97M,0.26%
2013년 11월 15일,2005.64,1980.99,2006.31,1980.99,264.69M,1.94%
2013년 11월 14일,1967.56,1980.2,1981.89,1963.42,323.11M,0.20%
2013년 11월 13일,1963.56,1993.16,1993.16,1963.56,251.54M,-1.60%
2013년 11월 12일,1995.48,1983.94,2000.41,1983.89,247.36M,0.92%
2013년 11월 11일,1977.3,1995.86,1995.86,1973.05,286.22M,-0.38%
2013년 11월 08일,1984.87,1987.21,1998.59,1984.86,287.31M,-0.96%
2013년 11월 07일,2004.04,2014.85,2017.55,2000.6,310.95M,-0.48%
2013년 11월 06일,2013.67,2015.32,2023.52,2011.41,273.69M,-0.01%
2013년 11월 05일,2013.93,2027.62,2029.6,2010.2,257.82M,-0.56%
2013년 11월 04일,2025.17,2035.08,2035.84,2022.91,235.24M,-0.70%
2013년 11월 01일,2039.42,2037.25,2041.23,2030.57,294.19M,0.46%
2013년 10월 31일,2030.09,2050.96,2055.59,2030.09,254.50M,-1.43%
2013년 10월 30일,2059.58,2055,2059.58,2043.93,263.43M,0.38%
2013년 10월 29일,2051.76,2046.67,2053.78,2039.46,307.65M,0.18%
2013년 10월 28일,2048.14,2037.28,2048.14,2030.9,257.53M,0.68%
2013년 10월 25일,2034.39,2047.46,2047.46,2023.82,234.84M,-0.60%
2013년 10월 24일,2046.69,2034.96,2046.69,2027.93,254.85M,0.54%
2013년 10월 23일,2035.75,2062.81,2063.28,2035.75,367.99M,-0.99%
2013년 10월 22일,2056.12,2051.01,2056.12,2045.45,378.78M,0.15%
2013년 10월 21일,2053.01,2054.16,2060.18,2047.83,281.93M,0.03%
2013년 10월 18일,2052.4,2046.56,2052.4,2041.36,257.59M,0.58%
2013년 10월 17일,2040.61,2051.19,2052.44,2035.96,306.92M,0.29%
2013년 10월 16일,2034.61,2040.03,2049.5,2033.75,267.49M,-0.31%
2013년 10월 15일,2040.96,2034.69,2045.5,2033.84,233.62M,1.02%
2013년 10월 14일,2020.27,2026.07,2026.79,2019.65,220.74M,-0.23%
2013년 10월 11일,2024.9,2018.01,2028.11,2012.66,254.29M,1.17%
2013년 10월 10일,2001.4,2000.91,2010,1997.66,222.68M,-0.07%
2013년 10월 08일,2002.76,1987.97,2002.78,1981.21,329.57M,0.42%
2013년 10월 07일,1994.42,1997.17,2002.61,1991.02,249.77M,-0.13%
2013년 10월 04일,1996.98,1999.92,2004.65,1985.63,241.07M,-0.12%
2013년 10월 02일,1999.47,2012.07,2012.82,1999.02,238.25M,0.03%
2013년 10월 01일,1998.87,1997.62,2012.52,1991.22,281.27M,0.10%
2013년 09월 30일,1996.96,2002.02,2005.41,1994.22,292.78M,-0.74%
2013년 09월 27일,2011.8,2012.26,2016.34,2008.25,282.34M,0.22%
2013년 09월 26일,2007.32,1992.1,2007.32,1991.1,255.55M,0.46%
2013년 09월 25일,1998.06,2004.53,2006.88,1988.87,294.75M,-0.45%
2013년 09월 24일,2007.1,2001.51,2011.11,1990.36,309.36M,-0.11%
2013년 09월 23일,2009.41,2000.72,2015.18,1994.77,249.54M,0.19%
2013년 09월 17일,2005.58,2009.31,2009.31,1994.31,264.66M,-0.39%
2013년 09월 16일,2013.37,2011.69,2018.02,2004.45,248.50M,0.96%
2013년 09월 13일,1994.32,1994.95,2004.87,1992.26,253.92M,-0.49%
2013년 09월 12일,2004.06,2004.67,2017.48,1995.16,359.26M,0.01%
2013년 09월 11일,2003.85,1995.96,2003.85,1987.4,299.41M,0.49%
2013년 09월 10일,1994.06,1978.08,1994.06,1974.59,264.33M,0.98%
2013년 09월 09일,1974.67,1964.09,1974.67,1962.62,270.74M,0.99%
2013년 09월 06일,1955.31,1954.11,1962.15,1949.01,324.99M,0.19%
2013년 09월 05일,1951.65,1943.66,1954.21,1937.82,286.74M,0.96%
2013년 09월 04일,1933.03,1929.6,1938.26,1921.93,284.19M,-0.04%
2013년 09월 03일,1933.74,1934.24,1940.99,1928.09,300.06M,0.46%
2013년 09월 02일,1924.81,1925.32,1932.46,1921.01,243.99M,-0.08%
2013년 08월 30일,1926.36,1918.91,1926.37,1910.37,300.93M,0.99%
2013년 08월 29일,1907.54,1892.03,1914.9,1891.59,301.70M,1.22%
2013년 08월 28일,1884.52,1862.51,1885.35,1861.56,378.29M,-0.07%
2013년 08월 27일,1885.84,1883.71,1896.63,1881.44,409.26M,-0.11%
2013년 08월 26일,1887.86,1876.59,1890.38,1876.59,316.30M,0.95%
2013년 08월 23일,1870.16,1861.58,1876.14,1854.67,374.96M,1.14%
2013년 08월 22일,1849.12,1847.94,1858.5,1838.52,425.95M,-0.98%
2013년 08월 21일,1867.46,1891.01,1894.74,1863.6,411.24M,-1.08%
2013년 08월 20일,1887.85,1910.3,1923.42,1885.93,350.35M,-1.55%
2013년 08월 19일,1917.64,1917.32,1918.71,1909.8,302.12M,-0.13%
2013년 08월 16일,1920.11,1903.72,1927.59,1901.7,348.50M,-0.20%
2013년 08월 14일,1923.91,1912.59,1925.1,1908.92,363.32M,0.57%
2013년 08월 13일,1913.03,1893.42,1913.03,1890.78,362.60M,1.50%
2013년 08월 12일,1884.83,1878.5,1894.42,1878.33,297.51M,0.22%
2013년 08월 09일,1880.71,1884.57,1888.79,1876.07,283.48M,-0.17%
2013년 08월 08일,1883.97,1884.58,1896.07,1879.13,338.17M,0.30%
2013년 08월 07일,1878.33,1892.47,1895.5,1878.33,312.43M,-1.48%
2013년 08월 06일,1906.62,1914.06,1914.06,1895.87,294.65M,-0.50%
2013년 08월 05일,1916.22,1920.83,1925.6,1915.69,233.98M,-0.37%
2013년 08월 02일,1923.38,1936.26,1939.28,1920.98,298.15M,0.14%
2013년 08월 01일,1920.74,1916.56,1925.32,1906.74,336.06M,0.35%
2013년 07월 31일,1914.03,1915.47,1920.6,1910.82,384.14M,-0.16%
2013년 07월 30일,1917.05,1901.88,1917.11,1900.54,366.88M,0.90%
2013년 07월 29일,1899.89,1908.66,1912.57,1899.02,337.59M,-0.57%
