날짜,종가,오픈,고가,저가,거래량,변동 %
2003년 06월 10일,649.75,645.41,652.9,644.18,361.33M,-0.09%
2003년 06월 09일,650.35,640.58,651.16,638.31,351.40M,1.24%
2003년 06월 05일,642.38,647.72,648.35,641.58,521.56M,0.33%
2003년 06월 04일,640.27,642.35,642.79,632.47,442.21M,0.52%
2003년 06월 03일,636.94,641.74,643.69,633.56,494.56M,-1.81%
2003년 06월 02일,648.71,643.93,649.69,642.61,514.96M,2.41%
2003년 05월 30일,633.42,632.15,635.81,627.02,470.15M,0.16%
2003년 05월 29일,632.43,624.1,636.2,623.01,454.45M,0.65%
2003년 05월 28일,628.36,629.19,630.92,622.53,603.93M,2.29%
2003년 05월 27일,614.3,619.86,620,609.05,470.04M,-0.54%
2003년 05월 26일,617.65,611.15,621.65,607.76,483.85M,1.00%
2003년 05월 23일,611.51,602.8,612.07,601.03,441.17M,2.71%
2003년 05월 22일,595.38,599.06,607.98,591.73,449.00M,-0.86%
2003년 05월 21일,600.57,599.55,603.24,596.29,442.31M,-0.25%
2003년 05월 20일,602.08,585.86,602.09,584.62,421.52M,0.96%
2003년 05월 19일,596.36,603.77,603.77,592.84,350.45M,-2.37%
2003년 05월 16일,610.81,619.12,622.64,607.74,506.44M,-1.38%
2003년 05월 15일,619.35,613.63,620.45,605.62,634.67M,1.54%
2003년 05월 14일,609.97,610.63,616.82,606.06,484.39M,-0.67%
2003년 05월 13일,614.07,631.82,633.81,613.25,614.46M,-2.69%
2003년 05월 12일,631.04,631.9,637.19,630.14,655.92M,1.93%
2003년 05월 09일,619.11,612.25,619.25,608.41,588.22M,0.17%
2003년 05월 07일,618.08,610.87,618.48,606.88,513.43M,2.28%
2003년 05월 06일,604.33,603.05,609.72,602.29,570.75M,1.15%
2003년 05월 02일,597.44,600.47,602.62,582.87,437.58M,-0.32%
2003년 04월 30일,599.35,597.23,604.21,593.16,452.15M,0.33%
2003년 04월 29일,597.36,580.44,599.1,579.11,529.78M,4.98%
2003년 04월 28일,569.02,559.03,573.34,556.15,467.20M,0.42%
2003년 04월 25일,566.63,578.2,578.2,560.53,660.78M,-3.69%
2003년 04월 24일,588.35,598.2,600.93,584.43,692.37M,-1.63%
2003년 04월 23일,598.09,609.2,611.92,597.93,747.94M,-0.87%
2003년 04월 22일,603.32,614.98,614.98,601.85,773.19M,-2.82%
2003년 04월 21일,620.83,623.89,627.5,615.77,752.36M,-0.63%
2003년 04월 18일,624.77,623.17,625.13,616.29,839.91M,1.97%
2003년 04월 17일,612.72,614.67,619.62,611.94,789.83M,-1.39%
2003년 04월 16일,621.34,616.32,625.01,614.45,894.67M,2.70%
2003년 04월 15일,604.99,606.6,608.19,599.15,789.49M,1.78%
2003년 04월 14일,594.4,590.04,603.41,588.91,719.57M,1.96%
2003년 04월 11일,582.97,577.09,597.02,574.3,900.31M,0.91%
2003년 04월 10일,577.73,569.51,578.56,565.83,741.40M,1.45%
2003년 04월 09일,569.47,581.3,582.6,569.47,761.95M,-3.04%
2003년 04월 08일,587.32,576.46,593.09,574.16,861.43M,0.24%
2003년 04월 07일,585.9,566.93,589.34,563.26,796.94M,5.00%
