연도,미국 환율,미국 증감값,미국 증감률,중국 환율,중국 증감값,중국 증감률
20090109,1329.5,13.5,1.03,193.28,4.2,2.22
20090112,1357,27.5,2.07,194.47,1.19,0.62
20090113,1370,13,0.96,198.97,4.5,2.31
20090114,1342.5,-27.5,-2.01,199.35,0.38,0.19
20090115,1366.3,23.8,1.77,196.72,-2.63,-1.32
20090116,1374,7.7,0.56,200.78,4.06,2.06
20090119,1349,-25,-1.82,200.69,-0.09,-0.04
20090120,1379,30,2.22,198.95,-1.74,-0.87
20090121,1378,-1,-0.07,201.08,2.13,1.07
20090122,1371,-7,-0.51,200.96,-0.12,-0.06
20090123,1393,22,1.6,200.63,-0.33,-0.16
20090128,1383.5,-9.5,-0.68,203.37,2.74,1.37
20090129,1370,-13.5,-0.98,202.22,-1.15,-0.57
20090130,1384.8,14.8,1.08,200.08,-2.14,-1.06
20090202,1393,8.2,0.59,202.27,2.19,1.09
20090203,1392.4,-0.6,-0.04,203.3,1.03,0.51
20090204,1376.6,-15.8,-1.13,203.27,-0.03,-0.01
20090205,1384.5,7.9,0.57,201.38,-1.89,-0.93
20090206,1378.3,-6.2,-0.45,202.27,0.89,0.44
20090209,1374.7,-3.6,-0.26,201.79,-0.48,-0.24
20090210,1389,14.3,1.04,201.21,-0.58,-0.29
20090211,1401.5,12.5,0.9,203.23,2.02,1
20090212,1396,-5.5,-0.39,204.54,1.31,0.64
20090213,1401,5,0.36,204.07,-0.47,-0.23
20090216,1409.7,8.7,0.62,205.01,0.94,0.46
20090217,1441.1,31.4,2.23,206.79,1.78,0.87
20090218,1465.5,24.4,1.69,211.32,4.53,2.19
20090219,1470,4.5,0.31,214.35,3.03,1.43
20090220,1494.5,24.5,1.67,215.64,1.29,0.6
20090223,1511.5,17,1.14,219.46,3.82,1.77
20090224,1512,0.5,0.03,218.93,-0.53,-0.24
20090225,1505.8,-6.2,-0.41,220.96,2.03,0.93
20090226,1513.5,7.7,0.51,220.58,-0.38,-0.17
20090227,1521.4,7.9,0.52,221.81,1.23,0.56
20090302,1566,44.6,2.93,223,1.19,0.54
20090303,1593,27,1.72,229.92,6.92,3.1
20090304,1577,-16,-1,229.56,-0.36,-0.16
20090305,1541.5,-35.5,-2.25,227.89,-1.67,-0.73
20090306,1579,37.5,2.43,225.89,-2,-0.88
20090309,1544.8,-34.2,-2.17,229.2,3.31,1.47
20090310,1549.3,4.5,0.29,226.42,-2.78,-1.21
20090311,1469.5,-79.8,-5.15,223.57,-2.85,-1.26
20090312,1481.5,12,0.82,216.36,-7.21,-3.22
20090313,1475.5,-6,-0.4,217.49,1.13,0.52
20090316,1466.5,-9,-0.61,216.78,-0.71,-0.33
20090317,1419.5,-47,-3.2,213.22,-3.56,-1.64
20090318,1413,-6.5,-0.46,207.23,-5.99,-2.81
20090319,1395.5,-17.5,-1.24,207.1,-0.13,-0.06
20090320,1387.5,-8,-0.57,203.88,-3.22,-1.55
20090323,1394.5,7,0.5,204.97,1.09,0.53
20090324,1384,-10.5,-0.75,204.35,-0.62,-0.3
20090325,1385.3,1.3,0.09,202.38,-1.97,-0.96
20090326,1352,-33.3,-2.4,202.74,0.36,0.18
20090327,1313.5,-38.5,-2.85,196.67,-6.07,-2.99
20090330,1364.5,51,3.88,194.53,-2.14,-1.09
20090331,1398,33.5,2.46,201.45,6.92,3.56
20090401,1379,-19,-1.36,204.61,3.16,1.57
20090402,1363,-16,-1.16,201.46,-3.15,-1.54
20090403,1323.5,-39.5,-2.9,197.45,-4.01,-1.99
20090406,1321,-2.5,-0.19,194.97,-2.48,-1.26
20090407,1330.5,9.5,0.72,192.57,-2.4,-1.23
20090408,1334.5,4,0.3,193.71,1.14,0.59
20090409,1344,9.5,0.71,197.03,3.32,1.71
20090410,1319,-25,-1.86,195.65,-1.38,-0.7
20090413,1339.2,20.2,1.53,193.35,-2.3,-1.18
20090414,1328,-11.2,-0.84,194.9,1.55,0.8
20090415,1331.8,3.8,0.29,193.98,-0.92,-0.47
20090416,1319,-12.8,-0.96,195.77,1.79,0.92
20090417,1326.8,7.8,0.59,194.07,-1.7,-0.87
20090420,1342,15.2,1.15,194.38,0.31,0.16
20090421,1352.2,10.2,0.76,196.18,1.8,0.93
20090422,1343.5,-8.7,-0.64,198.13,1.95,0.99
20090423,1349.1,5.6,0.42,197.06,-1.07,-0.54
20090424,1340,-9.1,-0.67,197.62,0.56,0.28
20090427,1336.5,-3.5,-0.26,196.54,-1.08,-0.55
20090428,1348,11.5,0.86,196.32,-0.22,-0.11
20090429,1356,8,0.59,198,1.68,0.86
20090430,1320,-36,-2.65,197.52,-0.48,-0.24
20090504,1272,-48,-3.64,191.73,-5.79,-2.93
20090506,1273,1,0.08,186.91,-4.82,-2.51
20090507,1264,-9,-0.71,187.52,0.61,0.33
20090508,1262.5,-1.5,-0.12,185.06,-2.46,-1.31
20090511,1238,-24.5,-1.94,184.13,-0.93,-0.5
20090512,1242.5,4.5,0.36,181.15,-2.98,-1.62
20090513,1236.2,-6.3,-0.51,182.48,1.33,0.73
20090514,1248.8,12.6,1.02,181.59,-0.89,-0.49
20090515,1265.5,16.7,1.34,184.6,3.01,1.66
20090518,1272.5,7,0.55,184.86,0.26,0.14
20090519,1243.5,-29,-2.28,185.66,0.8,0.43
20090520,1253,9.5,0.76,182.2,-3.46,-1.86
20090521,1247.8,-5.2,-0.42,183.18,0.98,0.54
20090522,1239.5,-8.3,-0.67,182.81,-0.37,-0.2
20090525,1246,6.5,0.52,182.08,-0.73,-0.4
20090526,1258,12,0.96,183.55,1.47,0.81
20090527,1259.5,1.5,0.12,184.43,0.88,0.48
20090528,1277.5,18,1.43,184.35,-0.08,-0.04
20090529,1259.8,-17.7,-1.39,186.42,2.07,1.12
20090601,1254.5,-5.3,-0.42,184.35,-2.07,-1.11
20090602,1235.7,-18.8,-1.5,182.92,-1.43,-0.78
20090603,1239.4,3.7,0.3,181.14,-1.78,-0.97
20090604,1242,2.6,0.21,181.05,-0.09,-0.05
20090605,1245.8,3.8,0.31,182.41,1.36,0.75
20090608,1248.5,2.7,0.22,182.26,-0.15,-0.08
20090609,1253.1,4.6,0.37,183.04,0.78,0.43
20090610,1257.2,4.1,0.33,184.1,1.06,0.58
20090611,1254,-3.2,-0.25,183.34,-0.76,-0.41
20090612,1251.3,-2.7,-0.22,183.02,-0.32,-0.17
20090615,1261.2,9.9,0.79,183.08,0.06,0.03
20090616,1266.5,5.3,0.42,184.44,1.36,0.74
20090617,1262.1,-4.4,-0.35,185.26,0.82,0.44
20090618,1261.5,-0.6,-0.05,184.29,-0.97,-0.52
20090619,1263.3,1.8,0.14,184.82,0.53,0.29
20090622,1268.3,5,0.4,185.25,0.43,0.23
20090623,1285.5,17.2,1.36,185.85,0.6,0.32
20090624,1278.3,-7.2,-0.56,188.4,2.55,1.37
20090625,1280.4,2.1,0.16,187.49,-0.91,-0.48
20090626,1288,7.6,0.59,187.81,0.32,0.17
20090629,1280.5,-7.5,-0.58,188.32,0.51,0.27
20090630,1279.2,-1.3,-0.1,188,-0.32,-0.17
20090701,1269.7,-9.5,-0.74,187.09,-0.91,-0.48
20090702,1259.3,-10.4,-0.82,185.7,-1.39,-0.74
20090703,1276,16.7,1.33,184.96,-0.74,-0.4
20090706,1266.7,-9.3,-0.73,186.2,1.24,0.67
20090707,1268.9,2.2,0.17,185.39,-0.81,-0.44
20090708,1279.2,10.3,0.81,185.66,0.27,0.15
20090709,1280.6,1.4,0.11,187.16,1.5,0.81
20090710,1274.8,-5.8,-0.45,187.2,0.04,0.02
20090713,1285.3,10.5,0.82,187.01,-0.19,-0.1
20090714,1298,12.7,0.99,189.02,2.01,1.07
20090715,1283.9,-14.1,-1.09,189.63,0.61,0.32
20090716,1267.2,-16.7,-1.3,187.74,-1.89,-1
20090717,1262.3,-4.9,-0.39,185.43,-2.31,-1.23
20090720,1255.2,-7.1,-0.56,184.62,-0.81,-0.44
20090721,1248.5,-6.7,-0.53,183.36,-1.26,-0.68
20090722,1252.6,4.1,0.33,182.99,-0.37,-0.2
20090723,1252.3,-0.3,-0.02,183.14,0.15,0.08
20090724,1246.6,-5.7,-0.46,183.08,-0.06,-0.03
20090727,1248.4,1.8,0.14,182.61,-0.47,-0.26
20090728,1244.7,-3.7,-0.3,182.46,-0.15,-0.08
20090729,1237.8,-6.9,-0.55,181.81,-0.65,-0.36
20090730,1241.5,3.7,0.3,181.44,-0.37,-0.2
20090731,1232.5,-9,-0.72,181.57,0.13,0.07
20090803,1221.2,-11.3,-0.92,180.14,-1.43,-0.79
20090804,1218,-3.2,-0.26,178.91,-1.23,-0.68
20090805,1220.4,2.4,0.2,178.4,-0.51,-0.29
20090806,1222.9,2.5,0.2,178.73,0.33,0.18
20090807,1226.4,3.5,0.29,179,0.27,0.15
20090810,1222.5,-3.9,-0.32,179.5,0.5,0.28
20090811,1236.3,13.8,1.13,179.04,-0.46,-0.26
20090812,1246.1,9.8,0.79,181.05,2.01,1.12
20090813,1237,-9.1,-0.73,182.6,1.55,0.86
20090814,1232.6,-4.4,-0.36,181.03,-1.57,-0.86
20090817,1246.5,13.9,1.13,180.7,-0.33,-0.18
20090818,1256,9.5,0.76,182.73,2.03,1.12
20090819,1249.4,-6.6,-0.53,183.89,1.16,0.63
20090820,1248.5,-0.9,-0.07,182.98,-0.91,-0.49
20090821,1244,-4.5,-0.36,182.65,-0.33,-0.18
20090824,1242.9,-1.1,-0.09,182.72,0.07,0.04
20090825,1247.3,4.4,0.35,181.83,-0.89,-0.49
20090826,1248.8,1.5,0.12,182.49,0.66,0.36
20090827,1248.8,0,0,182.71,0.22,0.12
20090828,1245.8,-3,-0.24,182.81,0.1,0.05
20090831,1245.8,0,0,182.27,-0.54,-0.3
20090901,1248.8,3,0.24,182.55,0.28,0.15
20090902,1251.3,2.5,0.2,182.4,-0.15,-0.08
20090903,1247.3,-4,-0.32,182.97,0.57,0.31
20090904,1246.4,-0.9,-0.07,182.55,-0.42,-0.23
20090907,1235.4,-11,-0.88,182.11,-0.44,-0.24
20090908,1230.8,-4.6,-0.37,180.85,-1.26,-0.69
20090909,1224.3,-6.5,-0.53,180.46,-0.39,-0.22
20090910,1226.8,2.5,0.2,179.52,-0.94,-0.52
20090911,1223.4,-3.4,-0.28,179.51,-0.01,-0.01
20090914,1225.8,2.4,0.2,178.97,-0.54,-0.3
20090915,1222.2,-3.6,-0.29,179.36,0.39,0.22
20090916,1211.4,-10.8,-0.88,178.74,-0.62,-0.35
20090917,1207.2,-4.2,-0.35,177.52,-1.22,-0.68
20090918,1208.8,1.6,0.13,176.68,-0.84,-0.47
20090921,1206.4,-2.4,-0.2,176.92,0.24,0.14
20090922,1205.1,-1.3,-0.11,176.57,-0.35,-0.2
20090923,1196.4,-8.7,-0.72,176.37,-0.2,-0.11
20090924,1195.7,-0.7,-0.06,175.1,-1.27,-0.72
20090925,1198,2.3,0.19,175.25,0.15,0.09
20090928,1189.7,-8.3,-0.69,174.7,-0.55,-0.31
20090929,1193,3.3,0.28,174.72,0.02,0.01
20090930,1183.6,-9.4,-0.79,174.09,-0.63,-0.36
20091001,1173.4,-10.2,-0.86,173.06,-1.03,-0.59
20091005,1173.8,0.4,0.03,172.15,-0.91,-0.53
20091006,1171.9,-1.9,-0.16,171.86,-0.29,-0.17
20091007,1170.4,-1.5,-0.13,171.42,-0.44,-0.26
20091008,1169.3,-1.1,-0.09,171.51,0.09,0.05
20091009,1166.7,-2.6,-0.22,171.16,-0.35,-0.2
20091012,1171.4,4.7,0.4,170.92,-0.24,-0.14
20091013,1167.1,-4.3,-0.37,171.47,0.55,0.32
20091014,1169.6,2.5,0.21,171.09,-0.38,-0.22
20091015,1159.7,-9.9,-0.85,171.06,-0.03,-0.02
20091016,1157.8,-1.9,-0.16,169.67,-1.39,-0.81
20091019,1173.6,15.8,1.36,169.74,0.07,0.04
20091020,1167.8,-5.8,-0.49,172.27,2.53,1.49
20091021,1176.5,8.7,0.74,170.91,-1.36,-0.79
20091022,1178,1.5,0.13,172.68,1.77,1.04
20091023,1187.7,9.7,0.82,173.23,0.55,0.32
20091026,1181.9,-5.8,-0.49,173.48,0.25,0.14
20091027,1186.3,4.4,0.37,172.86,-0.62,-0.36
20091028,1194.4,8.1,0.68,173.82,0.96,0.56
20091029,1203.4,9,0.75,174.8,0.98,0.56
20091030,1184.7,-18.7,-1.55,175.83,1.03,0.59
20091102,1189.8,5.1,0.43,173.33,-2.5,-1.42
20091103,1177,-12.8,-1.08,174.02,0.69,0.4
20091104,1180.9,3.9,0.33,172.66,-1.36,-0.78
20091105,1178.3,-2.6,-0.22,173.02,0.36,0.21
20091106,1172.6,-5.7,-0.48,172.61,-0.41,-0.24
20091109,1161.7,-10.9,-0.93,171.55,-1.06,-0.61
20091110,1157.7,-4,-0.34,170.15,-1.4,-0.82
20091111,1158.5,0.8,0.07,169.74,-0.41,-0.24
20091112,1156,-2.5,-0.22,169.87,0.13,0.08
20091113,1161,5,0.43,169.55,-0.32,-0.19
20091116,1156.6,-4.4,-0.38,170.09,0.54,0.32
20091117,1151.6,-5,-0.43,169.17,-0.92,-0.54
20091118,1153.6,2,0.17,168.85,-0.32,-0.19
20091119,1153.9,0.3,0.03,168.91,0.06,0.04
20091120,1164,10.1,0.88,169.32,0.41,0.24
20091123,1158.4,-5.6,-0.48,170.27,0.95,0.56
20091124,1156.8,-1.6,-0.14,169.39,-0.88,-0.52
20091125,1156.9,0.1,0.01,169.28,-0.11,-0.06
20091126,1152.7,-4.2,-0.36,169.09,-0.19,-0.11
20091127,1162.6,9.9,0.86,168.96,-0.13,-0.08
20091130,1162.7,0.1,0.01,171.01,2.05,1.21
20091201,1161.9,-0.8,-0.07,170.15,-0.86,-0.5
20091202,1153.9,-8,-0.69,170.24,0.09,0.05
20091203,1154.5,0.6,0.05,169.09,-1.15,-0.68
20091204,1153,-1.5,-0.13,169.26,0.17,0.1
20091207,1156.7,3.7,0.32,168.88,-0.38,-0.22
20091208,1153.7,-3,-0.26,169.22,0.34,0.2
20091209,1159.6,5.9,0.51,169.11,-0.11,-0.07
20091210,1161.9,2.3,0.2,170.16,1.05,0.62
20091211,1165.1,3.2,0.28,170.37,0.21,0.12
20091214,1166.3,1.2,0.1,170.62,0.25,0.15
20091215,1161,-5.3,-0.45,170.41,-0.21,-0.12
20091216,1165.7,4.7,0.4,170.14,-0.27,-0.16
20091217,1169.2,3.5,0.3,170.77,0.63,0.37
20091218,1180.4,11.2,0.96,171.85,1.08,0.63
20091221,1180.5,0.1,0.01,172.54,0.69,0.4
20091222,1185.3,4.8,0.41,172.75,0.21,0.12
20091223,1183.7,-1.6,-0.13,173.3,0.55,0.32
20091224,1177.4,-6.3,-0.53,173.33,0.03,0.02
20091228,1169.8,-7.6,-0.65,172.35,-0.98,-0.57
20091229,1170.4,0.6,0.05,171.28,-1.07,-0.62
20091230,1170.4,0,0,171.46,0.18,0.11
20091231,1170.4,0,0,171.06,-0.4,-0.23
20100104,1161,-9.4,-0.8,171.03,-0.03,-0.02
20100105,1147.3,-13.7,-1.18,169.32,-1.71,-1
20100106,1141.4,-5.9,-0.51,167.62,-1.7,-1
20100107,1132,-9.4,-0.82,166.7,-0.92,-0.55
20100108,1134.1,2.1,0.19,165.95,-0.75,-0.45
20100111,1121.3,-12.8,-1.13,165.93,-0.02,-0.01
20100112,1123.3,2,0.18,164.02,-1.91,-1.15
20100113,1127,3.7,0.33,164.64,0.62,0.38
20100114,1123.1,-3.9,-0.35,164.97,0.33,0.2
20100115,1122.2,-0.9,-0.08,164.33,-0.64,-0.39
20100118,1128.4,6.2,0.55,164.52,0.19,0.12
20100119,1123.4,-5,-0.44,165.04,0.52,0.32
20100120,1128,4.6,0.41,164.68,-0.36,-0.22
20100121,1137.9,9.9,0.88,165.83,1.15,0.7
20100122,1148.7,10.8,0.95,166.77,0.94,0.57
20100125,1148.7,0,0,168.46,1.69,1.01
20100126,1143.3,-5.4,-0.47,168.29,-0.17,-0.1
20100127,1160.5,17.2,1.5,168.63,0.34,0.2
20100128,1161,0.5,0.04,169.81,1.18,0.7
20100129,1159.1,-1.9,-0.16,169.38,-0.43,-0.25
20100201,1160.5,1.4,0.12,169.61,0.23,0.14
20100202,1158,-2.5,-0.22,171.06,1.45,0.85
20100203,1151.6,-6.4,-0.55,169.93,-1.13,-0.66
20100204,1153.3,1.7,0.15,168.78,-1.15,-0.68
20100205,1171.5,18.2,1.58,168.91,0.13,0.08
20100208,1172,0.5,0.04,171.49,2.58,1.53
20100209,1168.5,-3.5,-0.3,171.77,0.28,0.16
20100210,1156.3,-12.2,-1.04,170.86,-0.91,-0.53
20100211,1157.1,0.8,0.07,169.5,-1.36,-0.8
20100212,1156.5,-0.6,-0.05,169.28,-0.22,-0.13
20100216,1153.6,-2.9,-0.25,169.01,-0.27,-0.16
20100217,1143.5,-10.1,-0.88,168.72,-0.29,-0.17
20100218,1145.5,2,0.17,167.22,-1.5,-0.89
20100219,1156.1,10.6,0.93,167.93,0.71,0.42
20100222,1151.9,-4.2,-0.36,169.54,1.61,0.96
20100223,1148,-3.9,-0.34,168.34,-1.2,-0.71
20100224,1157.4,9.4,0.82,168.21,-0.13,-0.08
20100225,1156.5,-0.9,-0.08,169.34,1.13,0.67
20100226,1159.8,3.3,0.29,169.66,0.32,0.19
20100302,1153.4,-6.4,-0.55,169.94,0.28,0.17
20100303,1146.3,-7.1,-0.62,168.83,-1.11,-0.65
20100304,1143.8,-2.5,-0.22,167.96,-0.87,-0.52
20100305,1142.3,-1.5,-0.13,167.56,-0.4,-0.24
20100308,1134.2,-8.1,-0.71,167.27,-0.29,-0.17
20100309,1134,-0.2,-0.02,166.05,-1.22,-0.73
20100310,1133.9,-0.1,-0.01,166.17,0.12,0.07
20100311,1127.7,-6.2,-0.55,165.94,-0.23,-0.14
20100312,1132.2,4.5,0.4,165.65,-0.29,-0.17
20100315,1133.5,1.3,0.11,165.71,0.06,0.04
20100316,1135.1,1.6,0.14,166.09,0.38,0.23
20100317,1130.7,-4.4,-0.39,166.06,-0.03,-0.02
20100318,1130.7,0,0,165.45,-0.61,-0.37
20100319,1133.4,2.7,0.24,165.73,0.28,0.17
20100322,1136.3,2.9,0.26,165.95,0.22,0.13
20100323,1134.6,-1.7,-0.15,166.46,0.51,0.31
20100324,1135.4,0.8,0.07,166.16,-0.3,-0.18
20100325,1140.7,5.3,0.47,166.33,0.17,0.1
20100326,1143.1,2.4,0.21,167.13,0.8,0.48
20100329,1140.2,-2.9,-0.25,167.23,0.1,0.06
20100330,1130.7,-9.5,-0.83,166.79,-0.44,-0.26
20100331,1132.6,1.9,0.17,165.66,-1.13,-0.68
20100401,1128.9,-3.7,-0.33,165.91,0.25,0.15
20100402,1124.8,-4.1,-0.36,165.28,-0.63,-0.38
20100405,1124.6,-0.2,-0.02,164.72,-0.56,-0.34
20100406,1122.9,-1.7,-0.15,164.83,0.11,0.07
20100407,1122.6,-0.3,-0.03,164.54,-0.29,-0.18
20100408,1122.6,0,0,164.36,-0.18,-0.11
20100409,1118.8,-3.8,-0.34,164.59,0.23,0.14
20100412,1112,-6.8,-0.61,163.97,-0.62,-0.38
20100413,1117.1,5.1,0.46,163.04,-0.93,-0.57
20100414,1116.9,-0.2,-0.02,164.1,1.06,0.65
20100415,1109.9,-7,-0.63,163.45,-0.65,-0.4
20100416,1114.7,4.8,0.43,162.42,-1.03,-0.63
20100419,1116.4,1.7,0.15,163.09,0.67,0.41
20100420,1114.5,-1.9,-0.17,163.63,0.54,0.33
20100421,1112.2,-2.3,-0.21,163.48,-0.15,-0.09
20100422,1109.8,-2.4,-0.22,162.59,-0.89,-0.54
20100423,1110.6,0.8,0.07,162.66,0.07,0.04
20100426,1104.7,-5.9,-0.53,162.58,-0.08,-0.05
20100427,1105,0.3,0.03,161.72,-0.86,-0.53
20100428,1121.1,16.1,1.46,162.15,0.43,0.27
20100429,1115.1,-6,-0.54,163.94,1.79,1.1
20100430,1108.2,-6.9,-0.62,163.42,-0.52,-0.32
20100503,1113.5,5.3,0.48,162.41,-1.01,-0.62
20100504,1113.5,0,0,163.49,1.08,0.66
20100506,1135.1,21.6,1.94,163.28,-0.21,-0.13
20100507,1165.5,30.4,2.68,166.57,3.29,2.01
20100510,1135.9,-29.6,-2.54,169.76,3.19,1.92
20100511,1128.3,-7.6,-0.67,166.09,-3.67,-2.16
20100512,1135,6.7,0.59,165.49,-0.6,-0.36
20100513,1132,-3,-0.26,166.67,1.18,0.71
20100514,1135.8,3.8,0.34,165.65,-1.02,-0.61
20100517,1143.5,7.7,0.68,165.98,0.33,0.2
20100518,1150.4,6.9,0.6,168.42,2.44,1.47
20100519,1165.5,15.1,1.31,168.47,0.05,0.03
20100520,1176.5,11,0.94,170.65,2.18,1.29
20100524,1219,42.5,3.61,172.66,2.01,1.18
20100525,1244,25,2.05,177.49,4.83,2.8
20100526,1248.5,4.5,0.36,183.73,6.24,3.52
20100527,1242.8,-5.7,-0.46,183.47,-0.26,-0.14
20100528,1206.5,-36.3,-2.92,180.71,-2.76,-1.5
20100531,1211,4.5,0.37,175.72,-4.99,-2.76
20100601,1205.6,-5.4,-0.45,175.99,0.27,0.15
20100603,1208,2.4,0.2,177.01,1.02,0.58
20100604,1203.5,-4.5,-0.37,176.43,-0.58,-0.33
20100607,1237.5,34,2.83,175.89,-0.54,-0.31
20100608,1231.6,-5.9,-0.48,180.73,4.84,2.75
20100609,1238.7,7.1,0.58,180.61,-0.12,-0.07
20100610,1265.7,27,2.18,181.91,1.3,0.72
20100611,1236.4,-29.3,-2.31,184.65,2.74,1.51
20100614,1223.3,-13.1,-1.06,181.62,-3.03,-1.64
20100615,1221.4,-1.9,-0.16,179.27,-2.35,-1.29
20100616,1212.5,-8.9,-0.73,179.11,-0.16,-0.09
20100617,1213.7,1.2,0.1,177.22,-1.89,-1.06
20100618,1207.4,-6.3,-0.52,178.02,0.8,0.45
20100621,1179,-28.4,-2.35,176.63,-1.39,-0.78
20100622,1185,6,0.51,173.12,-3.51,-1.99
20100623,1194,9,0.76,173.57,0.45,0.26
20100624,1185.3,-8.7,-0.73,174.42,0.85,0.49
20100625,1202,16.7,1.41,174.3,-0.12,-0.07
20100628,1198.9,-3.1,-0.26,177.37,3.07,1.76
20100629,1204.6,5.7,0.48,176.62,-0.75,-0.42
20100630,1237.8,33.2,2.76,178.04,1.42,0.8
20100701,1229,-8.8,-0.71,181.39,3.35,1.88
20100702,1223.5,-5.5,-0.45,181.57,0.18,0.1
20100705,1221.8,-1.7,-0.14,180.34,-1.23,-0.68
20100706,1230.8,9,0.74,180.59,0.25,0.14
20100707,1223,-7.8,-0.63,181.2,0.61,0.34
20100708,1212.4,-10.6,-0.87,180.28,-0.92,-0.51
20100709,1204.4,-8,-0.66,178.74,-1.54,-0.85
20100712,1195.1,-9.3,-0.77,177,-1.74,-0.97
20100713,1197.7,2.6,0.22,176.86,-0.14,-0.08
20100714,1201.2,3.5,0.29,177.87,1.01,0.57
20100715,1206.4,5.2,0.43,177.09,-0.78,-0.44
20100716,1199.7,-6.7,-0.56,177.76,0.67,0.38
20100719,1214.2,14.5,1.21,177.28,-0.48,-0.27
20100720,1216.3,2.1,0.17,179.38,2.1,1.18
20100721,1204.1,-12.2,-1,178.78,-0.6,-0.33
20100722,1207.5,3.4,0.28,177.6,-1.18,-0.66
20100723,1196.6,-10.9,-0.9,178.02,0.42,0.24
20100726,1196.8,0.2,0.02,176.57,-1.45,-0.81
20100727,1185,-11.8,-0.99,176.19,-0.38,-0.22
20100728,1187.9,2.9,0.24,174.61,-1.58,-0.9
20100729,1187.8,-0.1,-0.01,175.05,0.44,0.25
20100730,1186.6,-1.2,-0.1,175.2,0.15,0.09
20100802,1171.9,-14.7,-1.24,174.93,-0.27,-0.15
20100803,1167.5,-4.4,-0.38,173.21,-1.72,-0.98
20100804,1171,3.5,0.3,172.55,-0.66,-0.38
20100805,1167.9,-3.1,-0.26,172.68,0.13,0.08
20100806,1167.3,-0.6,-0.05,172.52,-0.16,-0.09
20100809,1157.3,-10,-0.86,172.24,-0.28,-0.16
20100810,1164.8,7.5,0.65,171.3,-0.94,-0.55
20100811,1177,12.2,1.05,172.35,1.05,0.61
20100812,1195.8,18.8,1.6,173.81,1.46,0.85
20100813,1188.8,-7,-0.59,175.94,2.13,1.23
20100816,1196.5,7.7,0.65,174.61,-1.33,-0.76
20100817,1182.9,-13.6,-1.14,175.37,0.76,0.44
20100818,1175,-7.9,-0.67,173.54,-1.83,-1.04
20100819,1172.5,-2.5,-0.21,172.84,-0.7,-0.4
20100820,1179.7,7.2,0.61,172.8,-0.04,-0.02
20100823,1183,3.3,0.28,173.75,0.95,0.55
20100824,1187.6,4.6,0.39,173.79,0.04,0.02
20100825,1193.9,6.3,0.53,174.93,1.14,0.66
20100826,1198.8,4.9,0.41,175.8,0.87,0.5
20100827,1193.4,-5.4,-0.45,175.65,-0.15,-0.09
20100830,1188.6,-4.8,-0.4,175.82,0.17,0.1
20100831,1196.7,8.1,0.68,174.79,-1.03,-0.59
20100901,1193,-3.7,-0.31,175.8,1.01,0.58
20100902,1179.5,-13.5,-1.13,174.81,-0.99,-0.56
20100903,1178.2,-1.3,-0.11,173.48,-1.33,-0.76
20100906,1172.7,-5.5,-0.47,173.17,-0.31,-0.18
20100907,1176.1,3.4,0.29,172.56,-0.61,-0.35
20100908,1177.2,1.1,0.09,173.22,0.66,0.38
20100909,1172,-5.2,-0.44,173.12,-0.1,-0.06
20100910,1167.4,-4.6,-0.39,172.36,-0.76,-0.44
20100913,1160.6,-6.8,-0.58,172.3,-0.06,-0.03
20100914,1162.8,2.2,0.19,171.8,-0.5,-0.29
20100915,1158.4,-4.4,-0.38,172.21,0.41,0.24
20100916,1162.7,4.3,0.37,172.25,0.04,0.02
20100917,1164.8,2.1,0.18,172.97,0.72,0.42
20100920,1162.7,-2.1,-0.18,172.99,0.02,0.01
20100924,1157.5,-5.2,-0.45,173.28,0.29,0.17
20100927,1148,-9.5,-0.82,172.49,-0.79,-0.46
20100928,1149.1,1.1,0.1,171.67,-0.82,-0.48
20100929,1143.4,-5.7,-0.5,171.6,-0.07,-0.04
20100930,1141.1,-2.3,-0.2,170.82,-0.78,-0.45
20101001,1136.7,-4.4,-0.39,170.55,-0.27,-0.16
20101004,1125.3,-11.4,-1,169.57,-0.98,-0.57
20101005,1125.2,-0.1,-0.01,168,-1.57,-0.93
20101006,1122.3,-2.9,-0.26,168.97,0.97,0.58
20101007,1118.6,-3.7,-0.33,167.38,-1.59,-0.94
20101008,1122.6,4,0.36,166.98,-0.4,-0.24
20101011,1114,-8.6,-0.77,167.82,0.84,0.5
20101012,1125.2,11.2,1.01,167.25,-0.57,-0.34
20101013,1119.1,-6.1,-0.54,168.87,1.62,0.97
20101014,1115.7,-3.4,-0.3,167.99,-0.88,-0.52
20101015,1114.7,-1,-0.09,167.31,-0.68,-0.4
20101018,1115.4,0.7,0.06,167.85,0.54,0.32
20101019,1116.8,1.4,0.13,168.15,0.3,0.18
20101020,1135.6,18.8,1.68,169.1,0.95,0.56
20101021,1123.8,-11.8,-1.04,170.06,0.96,0.57
20101022,1131.5,7.7,0.69,169.34,-0.72,-0.42
20101025,1116.5,-15,-1.33,169.62,0.28,0.17
20101026,1117.5,1,0.09,167.79,-1.83,-1.08
20101027,1120,2.5,0.22,167.76,-0.03,-0.02
20101028,1126.4,6.4,0.57,168.54,0.78,0.46
20101029,1126,-0.4,-0.04,168.47,-0.07,-0.04
20101101,1118.5,-7.5,-0.67,168.53,0.06,0.04
20101102,1116.5,-2,-0.18,166.98,-1.55,-0.92
20101103,1109.6,-6.9,-0.62,166.95,-0.03,-0.02
20101104,1107.7,-1.9,-0.17,166.34,-0.61,-0.37
