연도,미국 환율,미국 증감값,미국 증감률,중국 환율,중국 증감값,중국 증감률
20051222,1018.7,0.2,0.02,126.12,0.17,0.13
20051223,1015.4,-3.3,-0.32,126.04,-0.08,-0.06
20051226,1012.5,-2.9,-0.29,125.65,-0.39,-0.31
20051227,1012.4,-0.1,-0.01,125.34,-0.31,-0.25
20051228,1013,0.6,0.06,125.33,-0.01,-0.01
20051229,1013.2,0.2,0.02,125.45,0.12,0.1
20051230,1013.2,0,0,125.51,0.06,0.05
20060102,1009.3,-3.9,-0.38,125.52,0.01,0.01
20060103,1007.3,-2,-0.2,125.02,-0.5,-0.4
20060104,999.9,-7.4,-0.73,124.61,-0.41,-0.33
20060105,995.1,-4.8,-0.48,123.84,-0.77,-0.62
20060106,992,-3.1,-0.31,123.26,-0.58,-0.47
20060109,976,-16,-1.61,123.02,-0.24,-0.19
20060110,980.5,4.5,0.46,121.29,-1.73,-1.41
20060111,983.2,2.7,0.28,121.66,0.37,0.31
20060112,977.1,-6.1,-0.62,121.98,0.32,0.26
20060113,978.4,1.3,0.13,121,-0.98,-0.8
20060116,983.1,4.7,0.48,121.78,0.78,0.64
20060117,987.9,4.8,0.49,121.83,0.05,0.04
20060118,993.3,5.4,0.55,122.49,0.66,0.54
20060119,987.5,-5.8,-0.58,122.92,0.43,0.35
20060120,986,-1.5,-0.15,122.21,-0.71,-0.58
20060123,981.9,-4.1,-0.42,122.36,0.15,0.12
20060124,977.9,-4,-0.41,121.63,-0.73,-0.6
20060125,980.6,2.7,0.28,121.24,-0.39,-0.32
20060126,969.8,-10.8,-1.1,121.2,-0.04,-0.03
20060127,970.6,0.8,0.08,120.04,-1.16,-0.96
20060131,972.8,2.2,0.23,120.46,0.42,0.35
20060201,958.5,-14.3,-1.47,120.16,-0.3,-0.25
20060202,966.6,8.1,0.85,119.23,-0.93,-0.77
20060203,972.6,6,0.62,120.3,1.07,0.9
20060206,968.4,-4.2,-0.43,120.41,0.11,0.09
20060207,966,-2.4,-0.25,119.97,-0.44,-0.37
20060208,965,-1,-0.1,120.13,0.16,0.13
20060209,968.4,3.4,0.35,120.43,0.3,0.25
20060210,971.2,2.8,0.29,120.56,0.13,0.11
20060213,968.2,-3,-0.31,120.55,-0.01,-0.01
20060214,979,10.8,1.12,121.1,0.55,0.46
20060215,971.2,-7.8,-0.8,121.02,-0.08,-0.07
20060216,977.3,6.1,0.63,120.97,-0.05,-0.04
20060217,973.2,-4.1,-0.42,121.3,0.33,0.27
20060220,970.1,-3.1,-0.32,121.02,-0.28,-0.23
20060221,968.9,-1.2,-0.12,120.27,-0.75,-0.62
20060222,971,2.1,0.22,120.3,0.03,0.02
20060223,974.5,3.5,0.36,120.91,0.61,0.51
20060224,963.6,-10.9,-1.12,120.83,-0.08,-0.07
20060227,969.9,6.3,0.65,119.94,-0.89,-0.74
20060228,970.5,0.6,0.06,120.49,0.55,0.46
20060302,969.3,-1.2,-0.12,120.74,0.25,0.21
20060303,967.2,-2.1,-0.22,120.63,-0.11,-0.09
20060306,973.8,6.6,0.68,120.55,-0.08,-0.07
20060307,977.5,3.7,0.38,121.08,0.53,0.44
20060308,979.5,2,0.2,121.44,0.36,0.3
20060309,981.6,2.1,0.21,121.8,0.36,0.3
20060310,982.9,1.3,0.13,121.92,0.12,0.1
20060313,979.9,-3,-0.31,122.07,0.15,0.12
20060314,978.4,-1.5,-0.15,121.93,-0.14,-0.11
20060315,974.2,-4.2,-0.43,121.47,-0.46,-0.38
20060316,974,-0.2,-0.02,121.25,-0.22,-0.18
20060317,973.2,-0.8,-0.08,121.27,0.02,0.02
20060320,969.9,-3.3,-0.34,121.05,-0.22,-0.18
20060321,966.8,-3.1,-0.32,120.76,-0.29,-0.24
20060322,971.1,4.3,0.44,120.5,-0.26,-0.22
20060323,973.5,2.4,0.25,120.97,0.47,0.39
20060324,978.7,5.2,0.53,121.26,0.29,0.24
20060327,975.5,-3.2,-0.33,122.08,0.82,0.68
20060328,974.8,-0.7,-0.07,121.66,-0.42,-0.34
20060329,979.4,4.6,0.47,121.65,-0.01,-0.01
20060330,976.4,-3,-0.31,121.84,0.19,0.16
20060331,975.9,-0.5,-0.05,121.58,-0.26,-0.21
20060403,968.5,-7.4,-0.76,121.62,0.04,0.03
20060404,968.6,0.1,0.01,121.02,-0.6,-0.49
20060405,961.9,-6.7,-0.69,120.47,-0.55,-0.45
20060406,958.8,-3.1,-0.32,119.76,-0.71,-0.59
20060407,953.6,-5.2,-0.54,119.22,-0.54,-0.45
20060410,954.2,0.6,0.06,118.86,-0.36,-0.3
20060411,954.4,0.2,0.02,119.05,0.19,0.16
20060412,954.1,-0.3,-0.03,119.1,0.05,0.04
20060413,958.8,4.7,0.49,119.27,0.17,0.14
20060414,962.4,3.6,0.38,119.68,0.41,0.34
20060417,954.4,-8,-0.83,119.93,0.25,0.21
20060418,952.4,-2,-0.21,119.18,-0.75,-0.63
20060419,948.2,-4.2,-0.44,118.92,-0.26,-0.22
20060420,947.2,-1,-0.11,118.22,-0.7,-0.59
20060421,946.3,-0.9,-0.1,118.25,0.03,0.03
20060424,939.2,-7.1,-0.75,118.09,-0.16,-0.14
20060425,937.8,-1.4,-0.15,117.29,-0.8,-0.68
20060426,947.5,9.7,1.03,117.49,0.2,0.17
20060427,946.1,-1.4,-0.15,118.1,0.61,0.52
20060428,943.1,-3,-0.32,117.91,-0.19,-0.16
20060502,943,-0.1,-0.01,117.77,-0.14,-0.12
20060503,937.2,-5.8,-0.62,117.5,-0.27,-0.23
20060504,937.1,-0.1,-0.01,116.73,-0.77,-0.66
20060508,932.3,-4.8,-0.51,117.15,0.42,0.36
20060509,931.4,-0.9,-0.1,116.21,-0.94,-0.8
20060510,930.7,-0.7,-0.08,116.54,0.33,0.28
20060511,935,4.3,0.46,116.39,-0.15,-0.13
20060512,934.2,-0.8,-0.09,116.72,0.33,0.28
20060515,939.8,5.6,0.6,116.59,-0.13,-0.11
20060516,947.2,7.4,0.79,117.55,0.96,0.82
20060517,938.5,-8.7,-0.92,118.12,0.57,0.48
20060518,944.4,5.9,0.63,117.11,-1.01,-0.86
20060519,943.1,-1.3,-0.14,117.8,0.69,0.59
20060522,948.5,5.4,0.57,117.88,0.08,0.07
20060523,949.6,1.1,0.12,118.43,0.55,0.47
20060524,948.9,-0.7,-0.07,118.14,-0.29,-0.24
20060525,949.3,0.4,0.04,118.33,0.19,0.16
20060526,944.9,-4.4,-0.46,118.25,-0.08,-0.07
20060529,947.2,2.3,0.24,117.97,-0.28,-0.24
20060530,949.2,2,0.21,118.01,0.04,0.03
20060601,948.4,-0.8,-0.08,118.17,0.16,0.14
20060602,945.7,-2.7,-0.28,118.11,-0.06,-0.05
20060605,943.3,-2.4,-0.25,118.03,-0.08,-0.07
20060607,947.9,4.6,0.49,117.76,-0.27,-0.23
20060608,950.3,2.4,0.25,118.21,0.45,0.38
20060609,954,3.7,0.39,118.63,0.42,0.36
20060612,957.4,3.4,0.36,118.99,0.36,0.3
20060613,959.4,2,0.21,119.33,0.34,0.29
20060614,963.2,3.8,0.4,120,0.67,0.56
20060615,959.2,-4,-0.42,120.19,0.19,0.16
20060616,955.2,-4,-0.42,119.93,-0.26,-0.22
20060619,960.8,5.6,0.59,119.44,-0.49,-0.41
20060620,963,2.2,0.23,120.19,0.75,0.63
20060621,954.5,-8.5,-0.88,120.06,-0.13,-0.11
20060622,953.8,-0.7,-0.07,119.34,-0.72,-0.6
20060623,959.2,5.4,0.57,119.32,-0.02,-0.02
20060626,959,-0.2,-0.02,119.8,0.48,0.4
20060627,957.9,-1.1,-0.11,119.79,-0.01,-0.01
20060628,959.6,1.7,0.18,119.78,-0.01,-0.01
20060629,960.8,1.2,0.13,119.79,0.01,0.01
20060630,954.6,-6.2,-0.65,120.04,0.25,0.21
20060703,945.8,-8.8,-0.92,119.14,-0.9,-0.75
20060704,944.1,-1.7,-0.18,118.2,-0.94,-0.79
20060705,945.3,1.2,0.13,117.87,-0.33,-0.28
20060706,949.1,3.8,0.4,118.32,0.45,0.38
20060707,946,-3.1,-0.33,118.77,0.45,0.38
20060710,943.4,-2.6,-0.27,118.38,-0.39,-0.33
20060711,944.3,0.9,0.1,117.95,-0.43,-0.36
20060712,948.3,4,0.42,118.24,0.29,0.25
20060713,951.1,2.8,0.3,118.72,0.48,0.41
20060714,951.9,0.8,0.08,118.84,0.12,0.1
20060718,957.5,5.6,0.59,119.16,0.32,0.27
20060719,959.8,2.3,0.24,119.65,0.49,0.41
20060720,950.4,-9.4,-0.98,119.76,0.11,0.09
20060721,954.1,3.7,0.39,119.03,-0.73,-0.61
20060724,951.4,-2.7,-0.28,119.24,0.21,0.18
20060725,953.1,1.7,0.18,119.13,-0.11,-0.09
20060726,953.5,0.4,0.04,119.24,0.11,0.09
20060727,951.6,-1.9,-0.2,119.42,0.18,0.15
20060728,952.6,1,0.11,119.27,-0.15,-0.13
20060731,953.8,1.2,0.13,119.45,0.18,0.15
20060801,956.9,3.1,0.33,119.71,0.26,0.22
20060802,957,0.1,0.01,119.95,0.24,0.2
20060803,966.4,9.4,0.98,120.35,0.4,0.33
20060804,964.7,-1.7,-0.18,121.15,0.8,0.66
20060807,961.7,-3,-0.31,120.89,-0.26,-0.21
20060808,963.2,1.5,0.16,120.64,-0.25,-0.21
20060809,966.2,3,0.31,120.88,0.24,0.2
20060810,959.5,-6.7,-0.69,120.8,-0.08,-0.07
20060811,958.5,-1,-0.1,120.22,-0.58,-0.48
20060814,965.7,7.2,0.75,120.31,0.09,0.07
20060816,965.1,-0.6,-0.06,120.73,0.42,0.35
20060817,962.1,-3,-0.31,120.86,0.13,0.11
20060818,961.8,-0.3,-0.03,120.59,-0.27,-0.22
20060821,958.5,-3.3,-0.34,120.61,0.02,0.02
20060822,958,-0.5,-0.05,120.1,-0.51,-0.42
20060823,956.9,-1.1,-0.11,120.1,0,0
20060824,957.6,0.7,0.07,120.02,-0.08,-0.07
20060825,959.5,1.9,0.2,120.21,0.19,0.16
20060828,963.9,4.4,0.46,120.52,0.31,0.26
20060829,964.1,0.2,0.02,120.95,0.43,0.36
20060830,960.8,-3.3,-0.34,120.71,-0.24,-0.2
20060831,962.3,1.5,0.16,120.56,-0.15,-0.12
20060901,961.6,-0.7,-0.07,120.81,0.25,0.21
20060904,958.7,-2.9,-0.3,120.76,-0.05,-0.04
20060905,956.1,-2.6,-0.27,120.54,-0.22,-0.18
20060906,956.6,0.5,0.05,120.39,-0.15,-0.12
20060907,957.7,1.1,0.11,120.41,0.02,0.02
20060908,954.8,-2.9,-0.3,120.34,-0.07,-0.06
20060911,956.8,2,0.21,120.05,-0.29,-0.24
20060912,958.5,1.7,0.18,120.21,0.16,0.13
20060913,959.9,1.4,0.15,120.56,0.35,0.29
20060914,955.8,-4.1,-0.43,120.65,0.09,0.07
20060915,957.1,1.3,0.14,120.34,-0.31,-0.26
20060918,959.2,2.1,0.22,120.41,0.07,0.06
20060919,955.5,-3.7,-0.39,120.61,0.2,0.17
20060920,953.1,-2.4,-0.25,120.28,-0.33,-0.27
20060921,947.7,-5.4,-0.57,120.06,-0.22,-0.18
20060922,943.2,-4.5,-0.47,119.31,-0.75,-0.62
20060925,945.7,2.5,0.27,119.24,-0.07,-0.06
20060926,942.9,-2.8,-0.3,119.3,0.06,0.05
20060927,944.9,2,0.21,119.19,-0.11,-0.09
20060928,944.8,-0.1,-0.01,119.44,0.25,0.21
20060929,945.4,0.6,0.06,119.65,0.21,0.18
20061002,946,0.6,0.06,119.46,-0.19,-0.16
20061004,948.3,2.3,0.24,119.79,0.33,0.28
20061009,953.7,5.4,0.57,119.89,0.1,0.08
20061010,959.1,5.4,0.57,121.21,1.32,1.1
20061011,961.1,2,0.21,121.32,0.11,0.09
20061012,961.1,0,0,121.42,0.1,0.08
20061013,954.8,-6.3,-0.66,121.15,-0.27,-0.22
20061016,955.4,0.6,0.06,120.65,-0.5,-0.41
20061017,954.2,-1.2,-0.13,120.76,0.11,0.09
20061018,953.9,-0.3,-0.03,120.65,-0.11,-0.09
20061019,956.1,2.2,0.23,120.65,0,0
20061020,957.2,1.1,0.12,120.99,0.34,0.28
20061023,958.1,0.9,0.09,121.22,0.23,0.19
20061024,960.3,2.2,0.23,121.36,0.14,0.12
20061025,956.3,-4,-0.42,121.38,0.02,0.02
20061026,953.3,-3,-0.31,121,-0.38,-0.31
20061027,948.2,-5.1,-0.53,120.55,-0.45,-0.37
20061030,944.3,-3.9,-0.41,120.09,-0.46,-0.38
20061031,945.6,1.3,0.14,119.85,-0.24,-0.2
20061101,939,-6.6,-0.7,119.85,0,0
20061102,938.9,-0.1,-0.01,119.28,-0.57,-0.48
20061103,938,-0.9,-0.1,119.23,-0.05,-0.04
20061106,939.1,1.1,0.12,119.13,-0.1,-0.08
20061107,942.3,3.2,0.34,119.44,0.31,0.26
20061108,936.4,-5.9,-0.63,119.33,-0.11,-0.09
20061109,936.8,0.4,0.04,118.88,-0.45,-0.38
20061110,937.1,0.3,0.03,119.03,0.15,0.13
20061113,932.1,-5,-0.53,118.91,-0.12,-0.1
20061114,936.6,4.5,0.48,118.66,-0.25,-0.21
20061115,939.6,3,0.32,119.12,0.46,0.39
20061116,942.6,3,0.32,119.38,0.26,0.22
20061117,938.6,-4,-0.42,119.37,-0.01,-0.01
20061120,934.4,-4.2,-0.45,119.21,-0.16,-0.13
20061121,937.2,2.8,0.3,118.81,-0.4,-0.34
20061122,933.5,-3.7,-0.39,118.97,0.16,0.13
20061123,930.6,-2.9,-0.31,118.75,-0.22,-0.18
20061124,931.8,1.2,0.13,118.35,-0.4,-0.34
20061127,928.7,-3.1,-0.33,118.69,0.34,0.29
20061128,931.7,3,0.32,118.59,-0.1,-0.08
20061129,930.1,-1.6,-0.17,118.63,0.04,0.03
20061130,931.3,1.2,0.13,118.62,-0.01,-0.01
20061201,928.2,-3.1,-0.33,118.64,0.02,0.02
20061204,927.1,-1.1,-0.12,118.5,-0.14,-0.12
20061205,927.2,0.1,0.01,118.55,0.05,0.04
20061206,921.7,-5.5,-0.59,118.37,-0.18,-0.15
20061207,919.8,-1.9,-0.21,117.61,-0.76,-0.64
20061208,919.1,-0.7,-0.08,117.23,-0.38,-0.32
20061211,925.4,6.3,0.69,117.61,0.38,0.32
20061212,925,-0.4,-0.04,118.15,0.54,0.46
20061213,922.3,-2.7,-0.29,117.97,-0.18,-0.15
20061214,924.2,1.9,0.21,117.9,-0.07,-0.06
20061215,922.3,-1.9,-0.21,117.97,0.07,0.06
20061218,922.1,-0.2,-0.02,117.9,-0.07,-0.06
20061219,929.7,7.6,0.82,118.08,0.18,0.15
20061220,928,-1.7,-0.18,118.77,0.69,0.58
20061221,926.7,-1.3,-0.14,118.6,-0.17,-0.14
20061222,927.9,1.2,0.13,118.57,-0.03,-0.03
20061226,931.1,3.2,0.34,118.65,0.08,0.07
20061227,930.4,-0.7,-0.08,118.93,0.28,0.24
20061228,930.4,0,0,118.99,0.06,0.05
20061229,929.6,-0.8,-0.09,118.97,-0.02,-0.02
20070102,927.4,-2.2,-0.24,119.05,0.08,0.07
20070103,926.1,-1.3,-0.14,118.59,-0.46,-0.39
20070104,931.2,5.1,0.55,118.6,0.01,0.01
20070105,930.2,-1,-0.11,119.27,0.67,0.56
20070108,935.1,4.9,0.53,119.42,0.15,0.13
20070109,936.6,1.5,0.16,119.96,0.54,0.45
20070110,940.9,4.3,0.46,120.01,0.05,0.04
20070111,939.1,-1.8,-0.19,120.36,0.35,0.29
20070112,941.3,2.2,0.23,120.41,0.05,0.04
20070115,937.5,-3.8,-0.4,120.56,0.15,0.12
20070116,937.6,0.1,0.01,120.36,-0.2,-0.17
20070117,937.2,-0.4,-0.04,120.23,-0.13,-0.11
20070118,937.2,0,0,120.45,0.22,0.18
20070119,938,0.8,0.09,120.46,0.01,0.01
20070122,936.5,-1.5,-0.16,120.53,0.07,0.06
20070123,940.8,4.3,0.46,120.66,0.13,0.11
20070124,938.7,-2.1,-0.22,120.94,0.28,0.23
20070125,936.1,-2.6,-0.28,120.57,-0.37,-0.31
20070126,939,2.9,0.31,120.45,-0.12,-0.1
20070129,940,1,0.11,120.8,0.35,0.29
20070130,940.5,0.5,0.05,120.82,0.02,0.02
20070131,941.8,1.3,0.14,120.94,0.12,0.1
20070201,937.7,-4.1,-0.44,121.12,0.18,0.15
20070202,938.7,1,0.11,120.87,-0.25,-0.21
20070205,937.2,-1.5,-0.16,120.87,0,0
20070206,933.2,-4,-0.43,120.63,-0.24,-0.2
20070207,931.5,-1.7,-0.18,120.24,-0.39,-0.32
20070208,935.6,4.1,0.44,120.29,0.05,0.04
20070209,935.1,-0.5,-0.05,120.6,0.31,0.26
20070212,936.1,1,0.11,120.46,-0.14,-0.12
20070213,937,0.9,0.1,120.65,0.19,0.16
20070214,938.5,1.5,0.16,120.75,0.1,0.08
20070215,933.4,-5.1,-0.54,120.96,0.21,0.17
20070216,935.6,2.2,0.24,120.6,-0.36,-0.3
20070220,938.1,2.5,0.27,120.9,0.3,0.25
20070221,939.3,1.2,0.13,121.21,0.31,0.26
20070222,939.7,0.4,0.04,121.28,0.07,0.06
20070223,938.9,-0.8,-0.09,121.37,0.09,0.07
20070226,936.9,-2,-0.21,121.25,-0.12,-0.1
20070227,938.3,1.4,0.15,120.95,-0.3,-0.25
20070228,941.2,2.9,0.31,121.21,0.26,0.21
20070302,941.4,0.2,0.02,121.51,0.3,0.25
20070305,948.6,7.2,0.76,121.65,0.14,0.12
20070306,948,-0.6,-0.06,122.73,1.08,0.89
20070307,945.7,-2.3,-0.24,122.4,-0.33,-0.27
20070308,948.3,2.6,0.27,122.29,-0.11,-0.09
20070309,946.2,-2.1,-0.22,122.53,0.24,0.2
20070312,944.5,-1.7,-0.18,122.24,-0.29,-0.24
20070313,944.4,-0.1,-0.01,121.87,-0.37,-0.3
20070314,948,3.6,0.38,122.07,0.2,0.16
20070315,944.7,-3.3,-0.35,122.4,0.33,0.27
20070316,944.5,-0.2,-0.02,122.01,-0.39,-0.32
20070319,943.1,-1.4,-0.15,122.17,0.16,0.13
20070320,943.2,0.1,0.01,121.95,-0.22,-0.18
20070321,938.2,-5,-0.53,121.79,-0.16,-0.13
20070322,937,-1.2,-0.13,121.23,-0.56,-0.46
20070323,938.8,1.8,0.19,121.23,0,0
20070326,938.3,-0.5,-0.05,121.32,0.09,0.07
20070327,940.3,2,0.21,121.28,-0.04,-0.03
20070328,941.7,1.4,0.15,121.61,0.33,0.27
20070329,940.7,-1,-0.11,121.73,0.12,0.1
20070330,940.8,0.1,0.01,121.69,-0.04,-0.03
20070402,939.3,-1.5,-0.16,121.7,0.01,0.01
20070403,936.4,-2.9,-0.31,121.47,-0.23,-0.19
20070404,935.7,-0.7,-0.07,121.17,-0.3,-0.25
20070405,935.7,0,0,121.01,-0.16,-0.13
20070406,931.7,-4,-0.43,120.98,-0.03,-0.02
20070409,932.6,0.9,0.1,120.61,-0.37,-0.31
20070410,932.5,-0.1,-0.01,120.66,0.05,0.04
20070411,934.5,2,0.21,120.58,-0.08,-0.07
20070412,931.7,-2.8,-0.3,120.86,0.28,0.23
20070413,930.6,-1.1,-0.12,120.58,-0.28,-0.23
20070416,928.5,-2.1,-0.23,120.45,-0.13,-0.11
20070417,930.6,2.1,0.23,120.25,-0.2,-0.17
20070418,928.3,-2.3,-0.25,120.27,0.02,0.02
20070419,926.8,-1.5,-0.16,120.26,-0.01,-0.01
20070420,928.4,1.6,0.17,120.2,-0.06,-0.05
20070423,926.4,-2,-0.22,120.25,0.05,0.04
20070424,926.7,0.3,0.03,119.98,-0.27,-0.22
20070425,926.8,0.1,0.01,119.96,-0.02,-0.02
20070426,927.6,0.8,0.09,120.07,0.11,0.09
20070427,930,2.4,0.26,120.17,0.1,0.08
20070430,931.2,1.2,0.13,120.36,0.19,0.16
20070502,931.2,0,0,120.81,0.45,0.37
20070503,930.3,-0.9,-0.1,120.78,-0.03,-0.02
20070504,927.7,-2.6,-0.28,120.59,-0.19,-0.16
20070507,925,-2.7,-0.29,120.39,-0.2,-0.17
20070508,923.2,-1.8,-0.19,119.93,-0.46,-0.38
20070509,924.8,1.6,0.17,119.95,0.02,0.02
20070510,924.3,-0.5,-0.05,120.17,0.22,0.18
20070511,926.7,2.4,0.26,120.2,0.03,0.02
20070514,925,-1.7,-0.18,120.72,0.52,0.43
20070515,923.6,-1.4,-0.15,120.41,-0.31,-0.26
20070516,924.2,0.6,0.06,120.31,-0.1,-0.08
20070517,924.7,0.5,0.05,120.29,-0.02,-0.02
20070518,931.1,6.4,0.69,120.71,0.42,0.35
20070521,931.5,0.4,0.04,121.61,0.9,0.75
20070522,929.4,-2.1,-0.23,121.52,-0.09,-0.07
20070523,931.7,2.3,0.25,121.48,-0.04,-0.03
20070525,933.6,1.9,0.2,121.73,0.25,0.21
20070528,930.7,-2.9,-0.31,121.73,0,0
20070529,929.1,-1.6,-0.17,121.65,-0.08,-0.07
20070530,928.7,-0.4,-0.04,121.37,-0.28,-0.23
20070531,927.8,-0.9,-0.1,121.62,0.25,0.21
20070601,926.9,-0.9,-0.1,121.33,-0.29,-0.24
20070604,928.2,1.3,0.14,121.29,-0.04,-0.03
20070605,927.5,-0.7,-0.08,121.35,0.06,0.05
20070607,929.1,1.6,0.17,121.45,0.1,0.08
20070608,929.4,0.3,0.03,121.38,-0.07,-0.06
20070611,931,1.6,0.17,121.44,0.06,0.05
20070612,931.5,0.5,0.05,121.55,0.11,0.09
20070613,931.2,-0.3,-0.03,121.74,0.19,0.16
20070614,929.5,-1.7,-0.18,122.04,0.3,0.25
20070615,929.9,0.4,0.04,121.93,-0.11,-0.09
20070618,928,-1.9,-0.2,121.94,0.01,0.01
20070619,928.1,0.1,0.01,121.63,-0.31,-0.25
20070620,926,-2.1,-0.23,121.77,0.14,0.12
20070621,927.8,1.8,0.19,121.63,-0.14,-0.11
20070622,927.2,-0.6,-0.06,121.71,0.08,0.07
20070625,926.6,-0.6,-0.06,121.67,-0.04,-0.03
20070626,926.5,-0.1,-0.01,121.61,-0.06,-0.05
20070627,927.6,1.1,0.12,121.64,0.03,0.02
20070628,926.9,-0.7,-0.08,121.76,0.12,0.1
20070629,926.6,-0.3,-0.03,121.71,-0.05,-0.04
20070702,922.7,-3.9,-0.42,121.59,-0.12,-0.1
20070703,917.5,-5.2,-0.56,121.33,-0.26,-0.21
20070704,918.5,1,0.11,120.91,-0.42,-0.35
20070705,918.5,0,0,121.12,0.21,0.17
20070706,922.8,4.3,0.47,121.23,0.11,0.09
20070709,920.3,-2.5,-0.27,121.19,-0.04,-0.03
20070710,920.5,0.2,0.02,121.08,-0.11,-0.09
20070711,920.6,0.1,0.01,121.37,0.29,0.24
20070712,918.7,-1.9,-0.21,121.66,0.29,0.24
20070713,915.9,-2.8,-0.3,121.33,-0.33,-0.27
20070716,916.7,0.8,0.09,121.04,-0.29,-0.24
20070718,917.9,1.2,0.13,121.32,0.28,0.23
20070719,916.4,-1.5,-0.16,121.23,-0.09,-0.07
20070720,915.7,-0.7,-0.08,121.12,-0.11,-0.09
20070723,915.6,-0.1,-0.01,120.96,-0.16,-0.13
20070724,914.7,-0.9,-0.1,121.07,0.11,0.09
20070725,914.2,-0.5,-0.05,120.91,-0.16,-0.13
20070726,916.6,2.4,0.26,120.92,0.01,0.01
20070727,921.3,4.7,0.51,121.28,0.36,0.3
20070730,922.7,1.4,0.15,121.89,0.61,0.5
20070731,921.1,-1.6,-0.17,122,0.11,0.09
20070801,920.9,-0.2,-0.02,121.53,-0.47,-0.39
20070802,921.5,0.6,0.07,121.86,0.33,0.27
20070803,922.8,1.3,0.14,122.02,0.16,0.13
20070806,925.5,2.7,0.29,122.01,-0.01,-0.01
20070807,921.7,-3.8,-0.41,122.26,0.25,0.2
20070808,923.5,1.8,0.2,121.87,-0.39,-0.32
20070809,922.7,-0.8,-0.09,121.92,0.05,0.04
20070810,927.8,5.1,0.55,121.93,0.01,0.01
20070813,928.9,1.1,0.12,122.75,0.82,0.67
20070814,930.8,1.9,0.2,122.52,-0.23,-0.19
20070816,942.2,11.4,1.22,122.81,0.29,0.24
20070817,948.1,5.9,0.63,124.02,1.21,0.99
20070820,943.4,-4.7,-0.5,125.04,1.02,0.82
20070821,944.5,1.1,0.12,124.49,-0.55,-0.44
20070822,945.8,1.3,0.14,124.45,-0.04,-0.03
20070823,937.8,-8,-0.85,124.31,-0.14,-0.11
20070824,941.9,4.1,0.44,123.96,-0.35,-0.28
20070827,938.3,-3.6,-0.38,124.47,0.51,0.41
20070828,939.7,1.4,0.15,124.09,-0.38,-0.31
20070829,943.8,4.1,0.44,124.45,0.36,0.29
20070830,939.5,-4.3,-0.46,124.94,0.49,0.39
20070831,939.8,0.3,0.03,124.58,-0.36,-0.29
20070903,938.3,-1.5,-0.16,124.45,-0.13,-0.1
20070904,937.3,-1,-0.11,124.34,-0.11,-0.09
20070905,936.8,-0.5,-0.05,124.19,-0.15,-0.12
20070906,938.8,2,0.21,124.17,-0.02,-0.02
20070907,937.7,-1.1,-0.12,124.6,0.43,0.35
20070910,940.8,3.1,0.33,124.41,-0.19,-0.15
20070911,938.8,-2,-0.21,125,0.59,0.47
20070912,934.1,-4.7,-0.5,124.6,-0.4,-0.32
20070913,929.7,-4.4,-0.47,124.09,-0.51,-0.41
20070914,929.4,-0.3,-0.03,123.85,-0.24,-0.19
20070917,928.2,-1.2,-0.13,123.79,-0.06,-0.05
20070918,928.8,0.6,0.06,123.41,-0.38,-0.31
20070919,926.1,-2.7,-0.29,123.59,0.18,0.15
20070920,924.7,-1.4,-0.15,123.28,-0.31,-0.25
20070921,921.4,-3.3,-0.36,122.93,-0.35,-0.28
20070927,920.6,-0.8,-0.09,122.55,-0.38,-0.31
20070928,918.3,-2.3,-0.25,122.52,-0.03,-0.02
20071001,914.3,-4,-0.44,122.21,-0.31,-0.25
20071002,913.5,-0.8,-0.09,121.81,-0.4,-0.33
20071004,916.2,2.7,0.3,121.73,-0.08,-0.07
20071005,915.5,-0.7,-0.08,122.12,0.39,0.32
20071008,915.3,-0.2,-0.02,122.04,-0.08,-0.07
20071009,916.5,1.2,0.13,121.98,-0.06,-0.05
20071010,916.5,0,0,122.03,0.05,0.04
20071011,918.8,2.3,0.25,121.99,-0.04,-0.03
20071012,915.2,-3.6,-0.39,122.42,0.43,0.35
20071015,916.7,1.5,0.16,121.95,-0.47,-0.38
20071016,918.8,2.1,0.23,121.85,-0.1,-0.08
20071017,918.3,-0.5,-0.05,122.13,0.28,0.23
20071018,917.4,-0.9,-0.1,122.21,0.08,0.07
20071019,915.9,-1.5,-0.16,122.19,-0.02,-0.02
20071022,917.6,1.7,0.19,121.92,-0.27,-0.22
20071023,917.3,-0.3,-0.03,122.19,0.27,0.22
20071024,917.2,-0.1,-0.01,122.3,0.11,0.09
20071025,917.6,0.4,0.04,122.42,0.12,0.1
20071026,913.9,-3.7,-0.4,122.64,0.22,0.18
20071029,910.5,-3.4,-0.37,122,-0.64,-0.52
20071030,908.9,-1.6,-0.18,121.59,-0.41,-0.34
20071031,902.9,-6,-0.66,121.45,-0.14,-0.12
20071101,902.7,-0.2,-0.02,120.77,-0.68,-0.56
20071102,906.8,4.1,0.45,120.92,0.15,0.12
20071105,904.6,-2.2,-0.24,121.67,0.75,0.62
20071106,907.6,3,0.33,121.56,-0.11,-0.09
20071107,904.8,-2.8,-0.31,121.83,0.27,0.22
20071108,908,3.2,0.35,121.52,-0.31,-0.25
20071109,906.6,-1.4,-0.15,122.33,0.81,0.67
20071112,910.3,3.7,0.41,122.26,-0.07,-0.06
20071113,914.2,3.9,0.43,122.81,0.55,0.45
20071114,913.1,-1.1,-0.12,123.23,0.42,0.34
20071115,915.3,2.2,0.24,123.02,-0.21,-0.17
